State,County,Total Owner occupied,Total Renter occupied
AR,White,0.701181920365135,0.29881807963486495
CA,Alameda,0.5463016395668556,0.4536983604331444
CA,Butte,0.5844037712192544,0.41559622878074565
CA,Contra Costa,0.6688016328117407,0.3311983671882593
CA,El Dorado,0.7634730139235606,0.2365269860764394
CA,Fresno,0.5580791331676203,0.44192086683237974
CA,Humboldt,0.5769244708611192,0.42307552913888086
CA,Imperial,0.5777341219252231,0.4222658780747769
CA,Kern,0.5955336916840718,0.4044663083159282
CA,Kings,0.5392995387432492,0.4607004612567508
CA,Lake,0.671338089691322,0.3286619103086779
CA,Los Angeles,0.46451446815028025,0.5354855318497198
CA,Madera,0.6377588085724664,0.3622411914275336
CA,Marin,0.640590841378243,0.35940915862175704
CA,Mendocino,0.5807778717941237,0.41922212820587634
CA,Merced,0.5095272282180141,0.49047277178198595
CA,Monterey,0.5085420044436438,0.4914579955563562
CA,Napa,0.6812461233718161,0.31875387662818383
CA,Nevada,0.7438787225567609,0.25612127744323904
CA,Orange,0.5653480852549172,0.4346519147450828
CA,Placer,0.7402609894514092,0.25973901054859083
CA,Riverside,0.681809336361606,0.31819066363839393
CA,Sacramento,0.5834296414540457,0.41657035854595426
CA,San Benito,0.6954744669325849,0.3045255330674152
CA,San Bernardino,0.6183874341831761,0.38161256581682396
CA,San Diego,0.5432644019757571,0.4567355980242429
CA,San Francisco,0.40139853362067984,0.5986014663793202
CA,San Joaquin,0.6130832230311052,0.38691677696889476
CA,San Luis Obispo,0.6330330665328016,0.3669669334671984
CA,San Mateo,0.5899748234804172,0.4100251765195828
CA,Santa Barbara,0.5186383261374958,0.48136167386250417
CA,Santa Clara,0.5584505212936506,0.4415494787063494
CA,Santa Cruz,0.6039670066664612,0.39603299333353875
CA,Shasta,0.6088579979302436,0.3911420020697564
CA,Solano,0.6202249757323132,0.37977502426768683
CA,Sonoma,0.6278373017955149,0.3721626982044851
CA,Stanislaus,0.6156972372265497,0.38430276277345027
CA,Sutter,0.5714455504382707,0.42855444956172933
CA,Tehama,0.6670563674321504,0.3329436325678497
CA,Tulare,0.5728885823562606,0.42711141764373944
CA,Ventura,0.6518547971114168,0.3481452028885832
CA,Yolo,0.5396647753891,0.4603352246109
CA,Yuba,0.5841027843389879,0.4158972156610121
CO,Adams,0.7110854919873458,0.28891450801265417
CO,Arapahoe,0.654784615323087,0.345215384676913
CO,Boulder,0.6167970679979647,0.3832029320020353
CO,Broomfield,0.67099897218262,0.32900102781738005
CO,Denver,0.5034044220748606,0.4965955779251395
CO,Douglas,0.790645781646824,0.20935421835317605
CO,El Paso,0.671330203885417,0.328669796114583
CO,Jefferson,0.7061416127727532,0.2938583872272468
CO,Larimer,0.6410799155946175,0.3589200844053825
CO,Mesa,0.7197316446172174,0.2802683553827826
CO,Pueblo,0.6827209820782304,0.3172790179217696
CO,Weld,0.748682030426269,0.251317969573731
CT,Fairfield,0.6688592133142628,0.33114078668573715
CT,Hartford,0.662167490420392,0.3378325095796079
CT,Litchfield,0.7796150753508158,0.22038492464918424
CT,Middlesex,0.757010417114445,0.24298958288555503
CT,New Haven,0.6159919103724265,0.3840080896275735
CT,New London,0.6705993690851735,0.3294006309148265
CT,Tolland,0.6875901380399698,0.31240986196003023
CT,Windham,0.6921529175050302,0.30784708249496984
DE,Kent,0.7254264825345248,0.2745735174654752
DE,New Castle,0.681814475579594,0.31818552442040604
DE,Sussex,0.8182295595382456,0.1817704404617544
,District of Columbia,0.41599048706835856,0.5840095129316415
FL,Alachua,0.5650389595984804,0.43496104040151956
FL,Bay,0.6334934366041342,0.3665065633958658
FL,Brevard,0.7686600029884316,0.23133999701156838
FL,Broward,0.6327758571113326,0.36722414288866745
FL,Charlotte,0.8274823571717534,0.1725176428282465
FL,Citrus,0.839912698296445,0.16008730170355506
FL,Clay,0.75699424551635,0.24300575448365005
FL,Collier,0.7293083571729199,0.27069164282708014
FL,Columbia,0.712180068978036,0.28781993102196407
FL,Duval,0.5902422095933803,0.40975779040661975
FL,Escambia,0.6291699480233107,0.3708300519766892
FL,Flagler,0.8436092722103472,0.15639072778965282
FL,Hernando,0.8180423819281691,0.18195761807183086
FL,Highlands,0.7884590391196985,0.21154096088030153
FL,Hillsborough,0.6089693372692859,0.3910306627307141
FL,Indian River,0.7858919027067196,0.21410809729328037
FL,Lake,0.7774730718828906,0.22252692811710933
FL,Lee,0.7347300493656114,0.2652699506343887
FL,Leon,0.5421048730471163,0.4578951269528837
FL,Manatee,0.7633133561643836,0.23668664383561644
FL,Marion,0.785056054096652,0.214943945903348
FL,Martin,0.7954503076636211,0.2045496923363789
FL,Miami-Dade,0.5251625103661011,0.4748374896338989
FL,Monroe,0.6036088474970897,0.39639115250291035
FL,Nassau,0.79491508590724,0.20508491409275995
FL,Okaloosa,0.661798643738831,0.33820135626116904
FL,Orange,0.568472729543255,0.43152727045674505
FL,Osceola,0.6549313732843322,0.3450686267156679
FL,Palm Beach,0.7039014387510559,0.29609856124894407
FL,Pasco,0.7528514300617231,0.24714856993827697
FL,Pinellas,0.7043125503218215,0.29568744967817856
FL,Polk,0.6931373861083883,0.30686261389161174
FL,Putnam,0.7171846128002688,0.2828153871997312
FL,St. Johns,0.8018910276965927,0.19810897230340732
FL,St. Lucie,0.7843715472244447,0.2156284527755553
FL,Santa Rosa,0.808134184768969,0.1918658152310309
FL,Sarasota,0.7535952710054995,0.24640472899450047
FL,Seminole,0.6718373982012229,0.3281626017987771
FL,Sumter,0.8909756948482381,0.10902430515176183
FL,Volusia,0.7344499967124729,0.26555000328752715
FL,Walton,0.7740196222857311,0.22598037771426888
GA,Barrow,0.7871762601841426,0.21282373981585745
GA,Bartow,0.8217104079376912,0.17828959206230882
GA,Bibb,0.5579173674081523,0.4420826325918477
GA,Bulloch,0.5258544239034041,0.47414557609659597
GA,Carroll,0.697941129528717,0.302058870471283
GA,Catoosa,0.7221560452650387,0.27784395473496126
GA,Chatham,0.5860792543874145,0.4139207456125855
GA,Cherokee,0.7982663987282925,0.2017336012717075
GA,Clarke,0.39996746909564085,0.6000325309043592
GA,Clayton,0.5705277226138599,0.4294722773861401
GA,Cobb,0.669438364163488,0.330561635836512
GA,Columbia,0.8088827230450584,0.19111727695494157
GA,Coweta,0.7944158337669794,0.2055841662330205
GA,DeKalb,0.6037498950657162,0.39625010493428375
GA,Dougherty,0.4681211425290656,0.5318788574709344
GA,Douglas,0.654166909663498,0.345833090336502
GA,Effingham,0.7435502502887947,0.2564497497112052
GA,Fayette,0.8067019158140493,0.1932980841859507
GA,Floyd,0.6313634695202869,0.3686365304797131
GA,Forsyth,0.8471465741543799,0.15285342584562012
GA,Fulton,0.547566463916534,0.4524335360834661
GA,Glynn,0.6108621144213024,0.3891378855786976
GA,Gwinnett,0.6737540787705796,0.3262459212294204
GA,Hall,0.6867667761614266,0.31323322383857344
GA,Henry,0.763821224316882,0.236178775683118
GA,Houston,0.636454822001151,0.36354517799884895
GA,Jackson,0.7613564419119975,0.23864355808800253
GA,Liberty,0.3883096763388184,0.6116903236611816
GA,Lowndes,0.5302953100423138,0.46970468995768627
GA,Muscogee,0.4764283899689099,0.5235716100310901
GA,Newton,0.7753583042273877,0.2246416957726123
GA,Paulding,0.8532184403274451,0.14678155967255493
GA,Richmond,0.5166362318062194,0.4833637681937806
GA,Rockdale,0.6814821520171389,0.3185178479828611
GA,Spalding,0.6100949564134496,0.3899050435865504
GA,Troup,0.5858861326957562,0.4141138673042439
GA,Walker,0.7594527835835075,0.2405472164164925
GA,Walton,0.7432356573481531,0.2567643426518469
GA,Whitfield,0.6574721647177306,0.3425278352822693
HI,Hawaii,0.7336066709144804,0.26639332908551955
HI,Honolulu,0.5931622364260721,0.40683776357392787
HI,Kauai,0.6548755540402319,0.34512444595976816
HI,Maui,0.6708393259823505,0.3291606740176495
ID,Ada,0.7050113372907697,0.29498866270923035
ID,Bannock,0.6889471645260303,0.31105283547396967
ID,Bonneville,0.7323855028551451,0.2676144971448549
ID,Canyon,0.7382389587138761,0.2617610412861238
ID,Kootenai,0.7367310501541957,0.26326894984580423
ID,Twin Falls,0.6700475066305267,0.32995249336947335
IL,Champaign,0.538885196087741,0.46111480391225906
IL,Cook,0.5825534241603982,0.4174465758396018
IL,DeKalb,0.6156593688971117,0.3843406311028883
IL,DuPage,0.7336719532054335,0.2663280467945665
IL,Kane,0.7597136735595087,0.2402863264404913
IL,Kankakee,0.7208678693320332,0.2791321306679668
IL,Kendall,0.8536690191820485,0.1463309808179515
IL,Lake,0.7531050780391295,0.2468949219608705
IL,LaSalle,0.7079071422218269,0.29209285777817307
IL,McHenry,0.8350318580432995,0.16496814195670045
IL,McLean,0.6424931059873237,0.3575068940126763
IL,Macon,0.6890285558136358,0.31097144418636424
IL,Madison,0.7650658362017155,0.23493416379828444
IL,Peoria,0.6794356109801153,0.32056438901988477
IL,Rock Island,0.6987057005665676,0.30129429943343244
IL,St. Clair,0.6982390878030043,0.30176091219699575
IL,Sangamon,0.7171677683796527,0.2828322316203473
IL,Tazewell,0.7783111143312563,0.22168888566874367
IL,Vermilion,0.6946943841141794,0.30530561588582067
IL,Will,0.8340535191522698,0.16594648084773017
IL,Williamson,0.7219034392017836,0.27809656079821643
IL,Winnebago,0.6463628320119359,0.35363716798806405
IN,Allen,0.697325429726344,0.3026745702736559
IN,Bartholomew,0.7142813211144596,0.2857186788855403
IN,Boone,0.8012692527096407,0.1987307472903594
IN,Clark,0.7318804458357426,0.26811955416425737
IN,Delaware,0.6633316658329165,0.3366683341670835
IN,Elkhart,0.741447511410563,0.2585524885894371
IN,Floyd,0.7312779614860923,0.2687220385139078
IN,Grant,0.7229519398678916,0.2770480601321084
IN,Hamilton,0.756024346905599,0.24397565309440097
IN,Hancock,0.8111202963779431,0.1888797036220569
IN,Hendricks,0.7993794771182188,0.20062052288178125
IN,Howard,0.7156583629893238,0.28434163701067616
IN,Johnson,0.7852244188292872,0.21477558117071285
IN,Kosciusko,0.7732766551406909,0.2267233448593091
IN,Lake,0.7056736850865513,0.29432631491344874
IN,LaPorte,0.7371849464840603,0.2628150535159397
IN,Madison,0.7009089222778705,0.29909107772212945
IN,Marion,0.5701071907214535,0.4298928092785464
IN,Monroe,0.5713580421060056,0.42864195789399445
IN,Morgan,0.8526154878639872,0.14738451213601284
IN,Porter,0.7767263352181174,0.22327366478188262
IN,St. Joseph,0.6985599013784601,0.30144009862153986
IN,Tippecanoe,0.5540836450187011,0.4459163549812989
IN,Vanderburgh,0.6441835510951208,0.3558164489048791
IN,Vigo,0.6186758424299953,0.38132415757000476
IN,Wayne,0.6873204294571299,0.3126795705428701
IA,Black Hawk,0.6634538748123298,0.3365461251876703
IA,Dallas,0.6742160696720328,0.32578393032796715
IA,Dubuque,0.7479867595474532,0.2520132404525468
IA,Johnson,0.5921110585471688,0.4078889414528311
IA,Linn,0.7507482821128958,0.24925171788710426
IA,Polk,0.6735483553763705,0.32645164462362947
IA,Pottawattamie,0.6918797785394147,0.30812022146058526
IA,Scott,0.7023070097604259,0.2976929902395741
IA,Story,0.5590717299578059,0.4409282700421941
IA,Woodbury,0.7152466910252377,0.28475330897476225
KS,Butler,0.774047667549399,0.22595233245060092
KS,Douglas,0.5008139231093872,0.49918607689061273
KS,Johnson,0.6877579932097408,0.31224200679025915
KS,Leavenworth,0.6945232453359143,0.3054767546640857
KS,Riley,0.4950118423885739,0.5049881576114261
KS,Sedgwick,0.6300280865773658,0.36997191342263425
KS,Shawnee,0.6555641587013403,0.3444358412986597
KS,Wyandotte,0.6088618120182929,0.39113818798170713
KY,Boone,0.7747792146349156,0.22522078536508436
KY,Bullitt,0.8587107395332322,0.14128926046676782
KY,Campbell,0.7142491292767875,0.2857508707232125
KY,Christian,0.459809614093297,0.540190385906703
KY,Daviess,0.7339135916210057,0.26608640837899433
KY,Fayette,0.5393207612183514,0.4606792387816486
KY,Hardin,0.6029170763684037,0.3970829236315962
KY,Jefferson,0.6273255533004736,0.37267444669952643
KY,Kenton,0.7280566450722019,0.2719433549277981
KY,McCracken,0.7186557518311073,0.2813442481688927
KY,Madison,0.6216021302562965,0.37839786974370354
KY,Oldham,0.8519764140642062,0.14802358593579384
KY,Pulaski,0.7517738837273119,0.24822611627268806
KY,Warren,0.5581338406192907,0.44186615938070933
LA,Ascension Parish,0.7848074965197698,0.21519250348023022
LA,Bossier Parish,0.6314298433769072,0.3685701566230928
LA,Caddo Parish,0.5905944857786217,0.4094055142213782
LA,Calcasieu Parish,0.7505978101271134,0.24940218987288668
LA,East Baton Rouge Parish,0.5937483995424826,0.40625160045751746
LA,Iberia Parish,0.6941037735849057,0.30589622641509434
LA,Jefferson Parish,0.6363064942288972,0.36369350577110277
LA,Lafayette Parish,0.6664282722192139,0.3335717277807861
LA,Lafourche Parish,0.7850226968591745,0.21497730314082547
LA,Livingston Parish,0.7903387220939184,0.2096612779060816
LA,Orleans Parish,0.5258299911224162,0.47417000887758376
LA,Ouachita Parish,0.6018443354872228,0.39815566451277723
LA,Rapides Parish,0.6515649209792377,0.3484350790207623
LA,St. Landry Parish,0.6254928134604042,0.3745071865395958
LA,St. Tammany Parish,0.7976879170972446,0.20231208290275537
LA,Tangipahoa Parish,0.7107282380046078,0.2892717619953922
LA,Terrebonne Parish,0.8078688971724702,0.19213110282752976
ME,Androscoggin,0.6952701681670013,0.30472983183299873
ME,Aroostook,0.7239576439444076,0.2760423560555923
ME,Cumberland,0.7058325703778361,0.2941674296221639
ME,Kennebec,0.745218668104009,0.25478133189599095
ME,Penobscot,0.6995155941993552,0.30048440580064484
ME,York,0.7778058895354593,0.22219411046454068
MD,Allegany,0.6491326441212546,0.3508673558787454
MD,Anne Arundel,0.7460411260796929,0.25395887392030714
MD,Baltimore,0.6674425388462359,0.33255746115376406
MD,Calvert,0.866888274401365,0.13311172559863504
MD,Carroll,0.8521843487476816,0.14781565125231838
MD,Cecil,0.7806341463414634,0.21936585365853659
MD,Charles,0.7973302399085422,0.2026697600914578
MD,Frederick,0.7660992428991658,0.23390075710083424
MD,Harford,0.8001007944978062,0.19989920550219376
MD,Howard,0.7401323975909612,0.2598676024090389
MD,Montgomery,0.6570896713663374,0.34291032863366255
MD,Prince George's,0.6216793257966007,0.3783206742033993
MD,St. Mary's,0.7587337801226294,0.2412662198773706
MD,Washington,0.6356389603919289,0.3643610396080711
MD,Wicomico,0.625033886191685,0.37496611380831507
MD,Baltimore city,0.4845264771789126,0.5154735228210874
MA,Barnstable,0.8227301805543621,0.17726981944563797
MA,Berkshire,0.7011339046135203,0.2988660953864797
MA,Bristol,0.6172242657291751,0.38277573427082484
MA,Essex,0.6506878040597215,0.34931219594027846
MA,Franklin,0.7145914268782512,0.2854085731217489
MA,Hampden,0.6158151985434368,0.3841848014565632
MA,Hampshire,0.6816494167898801,0.31835058321011994
MA,Middlesex,0.6214123517969252,0.3785876482030748
MA,Norfolk,0.6841291548093849,0.3158708451906151
MA,Plymouth,0.7923932622077948,0.20760673779220523
MA,Suffolk,0.36290708850239645,0.6370929114976035
MA,Worcester,0.6699626613882765,0.3300373386117234
MI,Allegan,0.8804154769666585,0.11958452303334158
MI,Bay,0.775430342735287,0.224569657264713
MI,Berrien,0.7220667842588651,0.27793321574113494
MI,Calhoun,0.7321902696234247,0.2678097303765753
MI,Clinton,0.8142607909020418,0.18573920909795813
MI,Eaton,0.7330128276137093,0.2669871723862906
MI,Genesee,0.7073885464129367,0.29261145358706336
MI,Grand Traverse,0.762867050869446,0.2371329491305541
MI,Ingham,0.5971991844633354,0.4028008155366646
MI,Ionia,0.7982236199056564,0.20177638009434362
MI,Jackson,0.7494873823401198,0.2505126176598802
MI,Kalamazoo,0.6357414664622025,0.36425853353779747
MI,Kent,0.7093665544545067,0.29063344554549336
MI,Lapeer,0.8538624553662147,0.14613754463378523
MI,Lenawee,0.8082026537997588,0.19179734620024125
MI,Livingston,0.8823006501260449,0.11769934987395515
MI,Macomb,0.7526165397152601,0.24738346028473984
MI,Marquette,0.7019054598754122,0.29809454012458775
MI,Midland,0.7535610526612698,0.24643894733873015
MI,Monroe,0.814126092181765,0.18587390781823496
MI,Montcalm,0.8229943145925458,0.1770056854074542
MI,Muskegon,0.7517834197350348,0.2482165802649652
MI,Oakland,0.7312508130916715,0.2687491869083285
MI,Ottawa,0.799436594120587,0.20056340587941296
MI,Saginaw,0.7173283757143214,0.28267162428567866
MI,St. Clair,0.7854170436041252,0.2145829563958748
MI,Shiawassee,0.7726918443987812,0.22730815560121873
MI,Van Buren,0.806971922549812,0.193028077450188
MI,Washtenaw,0.6063647884773994,0.3936352115226006
MI,Wayne,0.6496134024326727,0.35038659756732726
MN,Anoka,0.7982404908882564,0.20175950911174362
MN,Blue Earth,0.6504492102593827,0.3495507897406173
MN,Carver,0.8153508881193792,0.1846491118806208
MN,Clay,0.6863470041164812,0.3136529958835188
MN,Crow Wing,0.7731416423449717,0.2268583576550283
MN,Dakota,0.7714181937479496,0.22858180625205043
MN,Hennepin,0.640243615979735,0.359756384020265
MN,Olmsted,0.7085316790024876,0.29146832099751235
MN,Ramsey,0.6188276048021863,0.3811723951978137
MN,Rice,0.7824130535346314,0.2175869464653686
MN,St. Louis,0.7271548097597457,0.2728451902402543
MN,Scott,0.815478880112784,0.184521119887216
MN,Sherburne,0.8649317750014394,0.13506822499856067
MN,Stearns,0.674977480375756,0.325022519624244
MN,Washington,0.8180646547094834,0.18193534529051658
MN,Wright,0.8145235361653272,0.18547646383467278
MS,DeSoto,0.7890844764086652,0.21091552359133486
MS,Forrest,0.5306209150326797,0.4693790849673203
MS,Harrison,0.5887299320397912,0.4112700679602088
MS,Hinds,0.5565572600393117,0.4434427399606883
MS,Jackson,0.7591429173101222,0.24085708268987785
MS,Jones,0.7772909044499277,0.22270909555007232
MS,Lamar,0.69320305200872,0.30679694799128
MS,Lauderdale,0.6440521763788459,0.3559478236211541
MS,Lee,0.6774647026465375,0.3225352973534625
MS,Madison,0.6972367122515156,0.30276328774848443
MS,Rankin,0.7810632116739573,0.2189367883260427
MO,Boone,0.5900367823444747,0.40996321765552535
MO,Buchanan,0.623687526249475,0.376312473750525
MO,Cape Girardeau,0.6876219512195122,0.3123780487804878
MO,Cass,0.8059299827671679,0.1940700172328321
MO,Christian,0.778344471802087,0.221655528197913
MO,Clay,0.6745088696308208,0.32549113036917915
MO,Cole,0.6916875550436963,0.3083124449563038
MO,Franklin,0.7925958209244328,0.20740417907556719
MO,Greene,0.5950177881605668,0.4049822118394332
MO,Jackson,0.5965606588219762,0.4034393411780239
MO,Jasper,0.6489846230987799,0.35101537690122014
MO,Jefferson,0.8115442650271378,0.1884557349728622
MO,Platte,0.6751927038725956,0.32480729612740444
MO,St. Charles,0.8074119576712875,0.19258804232871246
MO,St. Francois,0.660207750699161,0.339792249300839
MO,St. Louis,0.7032310885999908,0.2967689114000092
MO,St. Louis city,0.4555232724566325,0.5444767275433675
MT,Cascade,0.6569104743025391,0.3430895256974609
MT,Flathead,0.7850582750582751,0.21494172494172495
MT,Gallatin,0.6314042134601197,0.36859578653988034
MT,Lewis and Clark,0.681780312740323,0.31821968725967703
MT,Missoula,0.5747637469445888,0.4252362530554112
MT,Yellowstone,0.7073085897305836,0.29269141026941636
NE,Douglas,0.6254267151194802,0.3745732848805198
NE,Lancaster,0.607896999627141,0.3921030003728589
NE,Sarpy,0.7034434196719501,0.29655658032804993
NV,Clark,0.5666525028415442,0.4333474971584557
NV,Washoe,0.5988243493015787,0.40117565069842137
NH,Cheshire,0.7456307931790844,0.25436920682091557
NH,Grafton,0.7009574135628853,0.2990425864371147
NH,Hillsborough,0.6774072507876759,0.32259274921232406
NH,Merrimack,0.7294876815418929,0.270512318458107
NH,Rockingham,0.7717427003018408,0.22825729969815925
NH,Strafford,0.6839072733209134,0.31609272667908656
NJ,Atlantic,0.6696230598669624,0.3303769401330377
NJ,Bergen,0.6650058233673266,0.33499417663267334
NJ,Burlington,0.7741486076913892,0.22585139230861087
NJ,Camden,0.6531433002913133,0.3468566997086867
NJ,Cape May,0.7810683585755219,0.2189316414244781
NJ,Cumberland,0.6544921403782269,0.3455078596217731
NJ,Essex,0.4455657103515861,0.5544342896484139
NJ,Gloucester,0.8060212262893104,0.19397877371068958
NJ,Hudson,0.3224897260273973,0.6775102739726028
NJ,Hunterdon,0.8689854168291351,0.13101458317086484
NJ,Mercer,0.6308328123914705,0.36916718760852957
NJ,Middlesex,0.6470335996049781,0.3529664003950219
NJ,Monmouth,0.7573842018361796,0.2426157981638204
NJ,Morris,0.7534522185981634,0.2465477814018367
NJ,Ocean,0.8050021600425362,0.19499783995746378
NJ,Passaic,0.5204870582786918,0.47951294172130826
NJ,Salem,0.7182557161734674,0.28174428382653266
NJ,Somerset,0.767853733417851,0.23214626658214893
NJ,Sussex,0.8670342198853098,0.1329657801146902
NJ,Union,0.5711249702073568,0.4288750297926432
NJ,Warren,0.7339115051884452,0.26608849481155483
NM,Bernalillo,0.6358258674193944,0.36417413258060555
NM,Doña Ana,0.631420472589125,0.36857952741087496
NM,Lea,0.6947929479294793,0.3052070520705207
NM,McKinley,0.75822234951549,0.24177765048451
NM,Otero,0.6802030456852792,0.3197969543147208
NM,Sandoval,0.8343658988615303,0.16563410113846969
NM,San Juan,0.7115120947997258,0.28848790520027423
NM,Santa Fe,0.7441840574751967,0.2558159425248033
NM,Valencia,0.8034632034632034,0.19653679653679654
NY,Albany,0.5947371208510187,0.40526287914898124
NY,Bronx,0.19592911122618217,0.8040708887738178
NY,Broome,0.6523468952777909,0.34765310472220906
NY,Cattaraugus,0.7626988514219029,0.23730114857809717
NY,Cayuga,0.7056680661891825,0.29433193381081746
NY,Chautauqua,0.702339192256467,0.297660807743533
NY,Chemung,0.6801762363374474,0.3198237636625526
NY,Clinton,0.7205256940342587,0.2794743059657413
NY,Dutchess,0.7263549820181934,0.2736450179818066
NY,Erie,0.6685857533848427,0.33141424661515734
NY,Jefferson,0.5623714732253023,0.4376285267746977
NY,Kings,0.30280236518184034,0.6971976348181597
NY,Madison,0.7921641496006958,0.2078358503993042
NY,Monroe,0.6483694646625878,0.3516305353374122
NY,Nassau,0.8391583886891341,0.160841611310866
NY,New York,0.2498444226010914,0.7501555773989086
NY,Niagara,0.7149986259961528,0.28500137400384723
NY,Oneida,0.6717252310625127,0.3282747689374873
NY,Onondaga,0.6508994003997335,0.3491005996002665
NY,Ontario,0.7300397000441111,0.2699602999558888
NY,Orange,0.7066973924295403,0.2933026075704597
NY,Oswego,0.7467180973489046,0.2532819026510954
NY,Putnam,0.8290109765114031,0.17098902348859693
NY,Queens,0.4564729994175604,0.5435270005824395
NY,Rensselaer,0.6374433622856799,0.3625566377143201
NY,Richmond,0.6982642508286387,0.3017357491713613
NY,Rockland,0.6981258953892934,0.3018741046107067
NY,St. Lawrence,0.7083550049647738,0.29164499503522623
NY,Saratoga,0.7344900524813921,0.26550994751860796
NY,Schenectady,0.6511433268569721,0.34885667314302793
NY,Steuben,0.7452151898734177,0.2547848101265823
NY,Suffolk,0.8285968774355358,0.1714031225644642
NY,Sullivan,0.639429432198961,0.3605705678010391
NY,Tompkins,0.535136836897614,0.46486316310238596
NY,Ulster,0.7441008354096439,0.25589916459035617
NY,Warren,0.7109219953580679,0.2890780046419321
NY,Wayne,0.7851633276388673,0.21483667236113269
NY,Westchester,0.6445541997546645,0.3554458002453354
NC,Alamance,0.651918722870369,0.34808127712963094
NC,Brunswick,0.840886480860768,0.15911351913923197
NC,Buncombe,0.6509425240125327,0.3490574759874673
NC,Burke,0.7213867652412557,0.2786132347587443
NC,Cabarrus,0.7448085349590399,0.2551914650409602
NC,Caldwell,0.7356748466257669,0.2643251533742331
NC,Carteret,0.7641962797083919,0.2358037202916081
NC,Catawba,0.6887655127367733,0.31123448726322667
NC,Chatham,0.8034568215034632,0.19654317849653682
NC,Cleveland,0.7464264443120905,0.25357355568790946
NC,Craven,0.6563990602529723,0.3436009397470277
NC,Cumberland,0.5224945726647061,0.47750542733529383
NC,Davidson,0.739165220016605,0.260834779983395
NC,Durham,0.5472970533657768,0.4527029466342231
NC,Forsyth,0.6467929608616213,0.3532070391383787
NC,Franklin,0.7912248491888044,0.20877515081119563
NC,Gaston,0.6676604942872659,0.33233950571273413
NC,Guilford,0.6315400754560765,0.3684599245439235
NC,Harnett,0.6542629401674906,0.34573705983250935
NC,Henderson,0.7638024573161002,0.23619754268389978
NC,Iredell,0.7352588719121933,0.26474112808780675
NC,Johnston,0.7896435399997564,0.21035646000024358
NC,Lincoln,0.8052308792387448,0.1947691207612552
NC,Mecklenburg,0.5647374024749969,0.43526259752500307
NC,Moore,0.7380722780915645,0.2619277219084355
NC,Nash,0.6473217807462726,0.35267821925372744
NC,New Hanover,0.5955263005724639,0.4044736994275361
NC,Onslow,0.6301883179934629,0.36981168200653713
NC,Orange,0.6650551872456143,0.33494481275438565
NC,Pitt,0.4949588504591283,0.5050411495408716
NC,Randolph,0.7495889039822693,0.25041109601773076
NC,Robeson,0.6547818695582256,0.34521813044177446
NC,Rockingham,0.7224084613185728,0.2775915386814272
NC,Rowan,0.7248351571268238,0.2751648428731762
NC,Surry,0.7395850512913547,0.2604149487086453
NC,Union,0.8164302756363375,0.18356972436366253
NC,Wake,0.6498996387905736,0.35010036120942645
NC,Wayne,0.5842282451206,0.4157717548794
NC,Wilkes,0.6753828912962271,0.32461710870377286
NC,Wilson,0.5725629791894852,0.42743702081051477
