State,County,Under 19 years:,Under 19 years With health insurance coverage,Under 19 years No health insurance coverage,19 to 64 years:,19 to 64 years With health insurance coverage,19 to 64 years No health insurance coverage,65 years and over:,65 years and over With health insurance coverage,65 years and over No health insurance coverage
CA,Stanislaus,0.2862887552899722,0.2761011315545707,0.010187623735401493,0.5800788273970612,0.5158944366747189,0.0641843907223423,0.13363241731296657,0.13241368036761902,0.001218736945347549
CA,Sutter,0.26677582766207847,0.25591771989970835,0.010858107762370159,0.5724811953128998,0.5175970935884971,0.0548841017244026,0.16074297702502174,0.1586450391444507,0.0020979378805710486
CA,Tehama,0.2609565739443666,0.2392512430535244,0.021705330890842197,0.5281784455288557,0.4799341143147427,0.04824433121411308,0.2108649805267776,0.2065854897553917,0.004279490771385909
CA,Tulare,0.32091756150820994,0.31441534074647276,0.006502220761737176,0.5643003275491059,0.48340311860669727,0.0808972089424086,0.1147821109426842,0.1135418764641657,0.0012402344785185028
CA,Tuolumne,0.19069468834381315,0.18501104628108536,0.005683642062727771,0.5283898865159841,0.4884533318227308,0.03993655469325327,0.2809154251402028,0.2787439339866689,0.002171491153533866
CA,Ventura,0.23445956338258336,0.2227474597940919,0.01171210358849145,0.5987964663020178,0.5217203226085535,0.0770761436934642,0.1667439703153989,0.16581993136397283,0.0009240389514260721
CA,Yolo,0.23416352970047183,0.22177772221527692,0.012385807485194909,0.6343848536622634,0.5961161811893153,0.03826867247294801,0.13145161663726485,0.13145161663726485,0.0
CA,Yuba,0.29682943705827114,0.2885138140661296,0.008315622992141551,0.5672663470567885,0.5162605644244551,0.05100578263233332,0.13590421588494045,0.13553353432511245,0.00037068155982800376
CO,Adams,0.26797155422115726,0.2521685575988529,0.01580299662230434,0.6233494038511505,0.5155094931531896,0.10783991069796087,0.10867904192769229,0.10565547504258206,0.003023566885110232
CO,Arapahoe,0.24030836732552902,0.22565829666701637,0.014650070658512654,0.6198911426931693,0.5470773911272655,0.07281375156590372,0.13980048998130173,0.1379738594358427,0.0018266305454590335
