State,County,Income in the past 12 months below poverty level:,Income in the past 12 months below poverty level Under 18 years,Income in the past 12 months below poverty level 18 to 64 years,Income in the past 12 months below poverty level 65 years and over,Income in the past 12 months at or above poverty level:,Income in the past 12 months at or above poverty level Under 18 years,Income in the past 12 months at or above poverty level 18 to 64 years,Income in the past 12 months at or above poverty level 65 years and over
AL,Coffee,0.1718878967509567,0.0674758010054776,0.08501538230659564,0.01939671343888347,0.8281121032490433,0.17012455916560365,0.5109364448112853,0.14705109927215426
AL,Colbert,0.18088492479888071,0.05306051066806576,0.09428121720881427,0.0335431969220007,0.8191150752011193,0.15683805526407835,0.4898565932144106,0.17242042672263028
AL,Covington,0.20368326108613122,0.06677256939770065,0.10643224468915753,0.030478446999273042,0.7963167389138688,0.16184270751999139,0.458145984222288,0.17632804717158934
AL,Cullman,0.1298041327320455,0.03524713378654282,0.06404388503735613,0.030513113908146552,0.8701958672679545,0.18552421978416458,0.5289650220995715,0.15570662538421845
AL,Dale,0.14168450364705637,0.03823694436940213,0.08329003969161074,0.020157519586043515,0.8583154963529436,0.18970927453710437,0.5102761787992768,0.15833004301656242
AL,Dallas,0.25637221847606206,0.09807147673634524,0.122993931220499,0.0353068105192178,0.7436277815239379,0.1321915037086986,0.45175994605529335,0.15967633175994606
AL,DeKalb,0.21329428243983192,0.08828897661191053,0.10441869349293263,0.020586612334988753,0.786705717560168,0.15427932707953082,0.481811621885479,0.15061476859515827
AL,Elmore,0.11505697007140565,0.032993928736915895,0.06637993512896978,0.015683106205519978,0.8849430299285943,0.1944942792305773,0.5342711514013806,0.15617759929663644
AL,Escambia,0.25594160253508375,0.07642032593933906,0.14203259393390674,0.037488682661837934,0.7440583974649162,0.13201674966047985,0.4499490719782707,0.16209257582616568
AL,Etowah,0.16847544208167378,0.04925284038087036,0.09524694922054665,0.023975652480256786,0.8315245579183262,0.1660876628142523,0.5010715648761584,0.1643653302279155
AL,Franklin,0.2102011222495429,0.06377277599142551,0.11603934178172877,0.030389004476388627,0.7897988777504571,0.19046718365802912,0.4654183216695038,0.13391337242292414
AL,Geneva,0.2559058197747184,0.05897997496871089,0.15828379224030037,0.03864205256570714,0.7440941802252816,0.16039580725907385,0.41082603254067585,0.17287234042553193
AL,Houston,0.19562761269913004,0.0630248936090084,0.10878243512974052,0.023820283960381123,0.8043723873008699,0.1634749369186156,0.480811960983693,0.16008548939856138
AL,Jackson,0.2265921188679968,0.08038141921648222,0.12754183739899666,0.018668862252517904,0.7734078811320032,0.12413357331597288,0.4593114540650251,0.18996285375100525
AL,Jefferson,0.16645880433106747,0.054800856687951566,0.09248627268994215,0.01917167495317373,0.8335411956689326,0.17746507683782617,0.510494122100931,0.14558199673017536
AL,Lauderdale,0.17015187485771896,0.05295565167430919,0.10201957787245114,0.015176645310958622,0.829848125142281,0.15158216527366744,0.4926339067937169,0.18563205307489675
AL,Lawrence,0.06019042953800937,0.009919480758044271,0.037198052842666016,0.013072895937299085,0.9398095704619907,0.20457398279398709,0.5734010960413924,0.16183449162661115
AL,Lee,0.19406467267043068,0.044374970836638515,0.1386309551584154,0.01105874667537679,0.8059353273295693,0.17179552983995147,0.5128318790537072,0.1213079184359106
AL,Limestone,0.09063814698751306,0.012784022846409645,0.05050359850118353,0.027350525639919885,0.909361853012487,0.21384009429893913,0.5638099071385447,0.13171185157500312
AL,Macon,0.19373463059980756,0.05228269004597455,0.1046188388752272,0.0368331016786058,0.8062653694001924,0.11696781781246658,0.5368865604618839,0.15241099112584197
AL,Madison,0.09768366288924467,0.028104750985272493,0.055676710482672524,0.013902201421299646,0.9023163371107553,0.1935025555709357,0.5641191050147693,0.14469467652505033
AL,Marion,0.18066659744574812,0.03710241234901187,0.08500328799363167,0.05856089710310456,0.8193334025542519,0.15965804866230576,0.5193645519676046,0.14031080192434153
AL,Marshall,0.15438462648714407,0.05083609971339615,0.09033175941771995,0.01321676735602796,0.845615373512856,0.204787727582012,0.487391492608095,0.15343615332274893
AL,Mobile,0.17670651070664867,0.0550187723568423,0.10188561180145646,0.019802126548349903,0.8232934892933513,0.17820435755180875,0.4950236009420668,0.15006553079947577
AL,Monroe,0.20656295576081674,0.06067087992221682,0.12309188138065143,0.02280019445794847,0.7934370442391833,0.12012639766650463,0.46071949440933396,0.21259115216334468
AL,Montgomery,0.21847156761007008,0.08637832747420536,0.10962893205392531,0.02246430808193941,0.78152843238993,0.15012777318088935,0.49171874357134043,0.1396819156377002
AL,Morgan,0.12979217442856203,0.026505170937355906,0.08436532507739938,0.018921678413806733,0.8702078255714379,0.20659047493577498,0.5006669521111916,0.16295039852447138
AL,Pickens,0.1437256251433815,0.0422688690066529,0.0791465932553338,0.022310162881394816,0.8562743748566185,0.1881738930947465,0.4560105528791007,0.21208992888277128
AL,Pike,0.2534996182234665,0.05243064392975312,0.178098752863324,0.02297022143038941,0.7465003817765334,0.16031432934588954,0.4482374650038178,0.13794858742682617
AL,Randolph,0.2670510019061788,0.0656469384908643,0.17471756009112466,0.026686503324189873,0.7329489980938212,0.14705472127946442,0.48124041099074805,0.10465386582360872
AL,Russell,0.24149373312930902,0.07896772862472706,0.1371146605230129,0.025411343981569037,0.758506266870691,0.1648470677234668,0.47311864931313724,0.12054054983408696
AL,St. Clair,0.15037891268533773,0.044766611751784736,0.08303130148270181,0.02258099945085118,0.8496210873146622,0.1798242723778144,0.5142559033498078,0.1555409115870401
AL,Shelby,0.07779824077932669,0.017439854458768545,0.04624787715029552,0.014110509170262629,0.9222017592206733,0.21189512786388667,0.5601320983837216,0.15017453297306502
AL,Talladega,0.19132774580613598,0.059132517090881,0.1066136237817517,0.025581604933503276,0.808672254193864,0.15394023663306425,0.4835914667902617,0.17114055077053802
AL,Tallapoosa,0.1836258471315443,0.049251545316883055,0.10217709703845294,0.03219720477620833,0.8163741528684557,0.15321599682248094,0.46927984509594617,0.19387831095002855
AL,Tuscaloosa,0.1377945089894204,0.03339854796984673,0.09042272065573162,0.013973240363842038,0.8622054910105796,0.18402117775779098,0.545823327059129,0.13236098619365966
AL,Walker,0.22308811792873573,0.07414362393001893,0.12047947670688387,0.028465017291832935,0.7769118820712643,0.15237156315039982,0.4538284587578048,0.17071186016305964
AL,Winston,0.24960082855046822,0.08099943900228715,0.14758555215121047,0.02101583739697061,0.7503991714495318,0.10818625124066802,0.4492297069865792,0.19298321322228457
AK,Anchorage Municipality,0.09087918850667402,0.02928152565272443,0.05253627032800685,0.009061392525942746,0.909120811493326,0.21304529281525653,0.5779131209812618,0.11816239769680764
AK,Fairbanks North Star Borough,0.06396295042215984,0.005155483708889933,0.0460279837908097,0.012779482922460214,0.9360370495778402,0.23643135670049042,0.5833560888228676,0.1162496040544821
AK,Juneau City and Borough,0.06557169129304331,0.02286131016551462,0.04020546642145983,0.002504914706068869,0.9344283087069567,0.17803919081742658,0.6187139323990107,0.13767518549051938
AK,Kenai Peninsula Borough,0.11674328781638268,0.027976688940919113,0.07355630372737683,0.01521029514808675,0.8832567121836173,0.1937859962743322,0.512040059473963,0.17743065643532208
AK,Matanuska-Susitna Borough,0.1103470125610347,0.0361269521786127,0.06466882850646688,0.009551231875955123,0.8896529874389653,0.22141153229714117,0.5424261060792426,0.12581534906258154
AZ,Apache,0.2853682927591487,0.08779961873808556,0.16889590299696866,0.028672771024094504,0.7146317072408512,0.1841463795743617,0.38687146473327294,0.14361386293321665
AZ,Cochise,0.16793365583966827,0.05800118233819868,0.07246400945870558,0.03746846404276401,0.8320663441603318,0.15874139266117684,0.46428422744190306,0.20904072405725183
AZ,Coconino,0.17041185762983455,0.03380119876344452,0.12197758176307416,0.014633077103315873,0.8295881423701654,0.18174946902186648,0.5093006205452635,0.13853805280303547
AZ,Gila,0.13955076642889663,0.02775459098497496,0.07246926696008499,0.0393269084838367,0.8604492335711034,0.16593944452876006,0.4337152830475034,0.2607945059948399
AZ,Graham,0.2331487122680698,0.08997507615618942,0.12317917474383827,0.019994461368042095,0.7668512877319302,0.19587371919135974,0.4403489338133481,0.1306286347272224
AZ,La Paz,0.14136804439143286,0.035004926619301976,0.07177306435720583,0.03459005341492506,0.8586319556085671,0.17383187263392624,0.36742208162630297,0.31737800134833793
AZ,Maricopa,0.11200838552661717,0.03463091610073012,0.06308032707164367,0.014297142354243368,0.8879916144733828,0.1953590758770559,0.5482550274233349,0.1443775111729921
AZ,Mohave,0.18190935175641418,0.05367208030383226,0.0897335896221597,0.03850368183042223,0.8180906482435858,0.10925704097835473,0.43290061379316747,0.27593299347206357
AZ,Navajo,0.2558888741495954,0.0884705035153215,0.1370691125471394,0.03034925808713449,0.7441111258504046,0.1696261062366162,0.3993727377816521,0.17511228183213629
AZ,Pima,0.14582451059411758,0.040702995860712285,0.08501054825558589,0.02011096647781939,0.8541754894058824,0.16293493258288821,0.5021506341638581,0.18908992265913618
AZ,Pinal,0.09888549152918137,0.028460842093594695,0.05168169305522198,0.018742956380364696,0.9011145084708186,0.1985146045411717,0.504415541227114,0.19818436270253292
AZ,Santa Cruz,0.22355819497302495,0.0847099661243779,0.11415248212119945,0.024695746727447617,0.776441805026975,0.1780770356739576,0.42214880180669984,0.1762159675463176
AZ,Yavapai,0.12447133458646617,0.02945841165413534,0.06705659237379162,0.027956330558539206,0.8755286654135338,0.12403497583243824,0.4373447569817401,0.31414893259935556
AZ,Yuma,0.16938593591939344,0.06475666796871088,0.0826297286740182,0.021999539276664364,0.8306140640806066,0.1920364973007622,0.46059313121600914,0.17798443556383522
AR,Baxter,0.13045665820115962,0.01753797498682256,0.08910345488523648,0.02381522832910058,0.8695433417988404,0.160812688676985,0.42589486798600795,0.28283578513584745
AR,Benton,0.07399590291141597,0.02909691614763314,0.03579434546595761,0.009104641297825232,0.926004097088584,0.22675040177678454,0.5748477386692049,0.12440595664259455
AR,Boone,0.09245494893321213,0.022726057430083952,0.05788460510133148,0.011844286401796696,0.9075450510667878,0.20458798994706165,0.5088497941286563,0.19410726699107
AR,Carroll,0.2117466875623308,0.0734791280809232,0.1130859096737427,0.02518164980766491,0.7882533124376692,0.14186493802535974,0.4447214702949138,0.20166690411739563
AR,Clark,0.18847833031626024,0.07421999787030135,0.0891811308699819,0.025077201575977,0.8115216696837397,0.1438611436481738,0.4533063571504632,0.21435416888510275
AR,Cleburne,0.19604048223861942,0.07290028627877908,0.10495544534494577,0.018184750614894562,0.8039595177613806,0.1242691826942462,0.4307487601306399,0.2489415749364945
AR,Columbia,0.26460903327271834,0.13353319899739519,0.10424141151029635,0.026834422765026785,0.7353909667272817,0.10281613997149457,0.43632968005111317,0.1962451467046739
AR,Conway,0.18681519357195034,0.07236121256391527,0.10025566106647188,0.014198319941563184,0.8131848064280497,0.14088750913075238,0.48927136596055515,0.18302593133674214
AR,Craighead,0.20518316804357026,0.07294522438315332,0.113856740694401,0.018381202966015933,0.7948168319564297,0.17499862002980734,0.4979484443136028,0.12186976761301956
AR,Crawford,0.14705832898962554,0.05363778521345821,0.08165049686412322,0.01177004691204412,0.8529416710103744,0.187194188959696,0.5042960671228961,0.16145141492778237
AR,Crittenden,0.22242639203452844,0.08546643305841631,0.10813640442716123,0.0288235545489509,0.7775736079654716,0.1813597709499594,0.4823725481817016,0.11384128883381052
AR,Faulkner,0.1477039411087185,0.03139866793529972,0.09336972307075968,0.022935550102659123,0.8522960588912815,0.19839918540404294,0.5425409384546046,0.11135593503263391
AR,Garland,0.13366775454289054,0.028486240380353762,0.07978766267778718,0.025393851484749586,0.8663322454571095,0.17013175389822313,0.4833695958741287,0.21283089568475763
AR,Greene,0.10873392614383455,0.01455282922154621,0.07240756836263956,0.021773528559648772,0.8912660738561654,0.21561810523500702,0.5371620868712531,0.13848588174990528
AR,Hempstead,0.2595368201925579,0.05136612021857923,0.17887067395264117,0.029300026021337498,0.7404631798074421,0.1637262555295342,0.4661982825917252,0.11053864168618267
AR,Hot Spring,0.1965922710634576,0.08094975867318843,0.09387451005798322,0.021768002332285964,0.8034077289365423,0.137961193352985,0.4739723364970361,0.19147419908652133
AR,Independence,0.24415521160298734,0.06591622469964283,0.15283039289966446,0.025408594003680052,0.7558447883970126,0.16097521376772378,0.4435274380344193,0.1513421365948696
AR,Jefferson,0.15647773610860913,0.05099651179928926,0.08502693939046559,0.020454284918854298,0.8435222638913908,0.18326973781176817,0.4860717619507722,0.17418076412885053
AR,Johnson,0.20465171566685159,0.06549647357159838,0.10781361439099771,0.03134162770425549,0.7953482843331484,0.20112528726523496,0.45288850146604326,0.1413344956018702
AR,Logan,0.12379229927181,0.027556993955547095,0.06334777021560135,0.03288753510066156,0.87620770072819,0.19642092237399458,0.5175384322497739,0.1622483461044215
AR,Lonoke,0.1171875,0.03688635380622837,0.07073150951557093,0.009569636678200691,0.8828125,0.2135191392733564,0.5392111807958477,0.13008217993079585
AR,Miller,0.22269174401563263,0.0861504640937958,0.1040791402051783,0.032462139716658525,0.7773082559843674,0.1538104543234001,0.48825109916951637,0.1352467024914509
AR,Mississippi,0.24069671283853628,0.07783750258424643,0.12572358900144717,0.03713562125284267,0.7593032871614637,0.18335228447384744,0.45865205706016127,0.11729894562745503
AR,Ouachita,0.2163415632246624,0.09443913972627654,0.07666075569499387,0.04524166780339199,0.7836584367753376,0.13372436684399583,0.48710953485199837,0.16282453507934344
AR,Poinsett,0.23196959534987704,0.0769505924435502,0.11486697965571205,0.0401520232506148,0.768030404650123,0.16861167002012073,0.4688128772635815,0.13060585736642075
AR,Polk,0.20096562933218606,0.07395190974711985,0.09928772885893207,0.027725990726134138,0.7990343706678139,0.18418662459964624,0.43778383287920075,0.17706391318896697
AR,Pope,0.23133211648825086,0.0766447963428872,0.14304507259960864,0.011642247545755019,0.7686678835117491,0.16299146564057027,0.4545903014158157,0.15108611645536316
AR,Pulaski,0.18012304779933744,0.06380578401401875,0.10024174671595401,0.016075517069364678,0.8198769522006626,0.16983921924764328,0.5034778270935394,0.14655990585947992
AR,St. Francis,0.27606742707176746,0.10699505400222065,0.13515695972544664,0.03391541334410013,0.7239325729282325,0.12455839305541536,0.4435752498233572,0.15579893004945997
AR,Saline,0.08194527307028718,0.026234742086847156,0.03673186384378477,0.018978667139655257,0.9180547269297128,0.20156569972749408,0.5550736088491866,0.16141541835303222
AR,Sebastian,0.21474803513638466,0.06199882028472588,0.12696287085306168,0.025786343998597094,0.7852519648636154,0.16739203213927017,0.48647312959331707,0.1313868031310281
AR,Union,0.16719942937151613,0.050167754207064166,0.09021742001954931,0.02681425514490265,0.8328005706284839,0.20793596280347662,0.46006921512165483,0.16479539270335244
AR,Washington,0.12310182241562967,0.03630793621958168,0.0791970471416893,0.007596839054358686,0.8768981775843703,0.20846304385523068,0.5500937218731162,0.11834141185602338
AR,White,0.17410587519437495,0.05153133662362247,0.09715367453180988,0.0254208640389426,0.8258941248056251,0.1871002636738557,0.49784328307754716,0.14095057805422218
AR,Yell,0.12780176845568578,0.031050791692370964,0.07685585029816985,0.019895126465144974,0.8721982315443142,0.1678490643635616,0.5499177462471725,0.1544314209335801
CA,Alameda,0.09348306696638095,0.01961131833115135,0.05807684707161031,0.015794901563619297,0.906516933033619,0.18167996442951362,0.5909029716177161,0.13393399698638936
CA,Amador,0.076977998730696,0.004944996826740004,0.042204357943727525,0.029828643960228475,0.923022001269304,0.15281891262957478,0.521895493970806,0.24830759466892321
CA,Butte,0.16482970857749638,0.034289338105163804,0.11389959491878712,0.016640775553545442,0.8351702914225037,0.17177114877885713,0.49672592126479725,0.16667322137884927
CA,Calaveras,0.16767786992579659,0.03531209079004802,0.08356612832824094,0.04879965080750764,0.8323221300742034,0.1374072457442165,0.4471846355303361,0.2477302487996508
CA,Colusa,0.10342574442266406,0.042565107812937555,0.0461588723980211,0.014701764211705404,0.8965742555773359,0.23639503407075516,0.5678614767105385,0.0923177447960422
CA,Contra Costa,0.08789441358035402,0.026351494373327875,0.04982025185560464,0.011722667351421502,0.912105586419646,0.19394234873222038,0.5632701323126785,0.15489310537474713
CA,Del Norte,0.2185950577129031,0.06604260045218358,0.1158621236761731,0.03669033358454643,0.7814049422870969,0.18674388163896713,0.450993613898695,0.14366744674943477
CA,El Dorado,0.09323200817833784,0.029740358636804607,0.050759938662466225,0.012731710879067002,0.9067679918216621,0.16587734579556243,0.5284885722332913,0.21240207379280848
CA,Fresno,0.19528330578114225,0.07729368226753026,0.10018056973314021,0.01780905378047177,0.8047166942188577,0.2052793812249634,0.49163346853479556,0.1078038444590988
CA,Glenn,0.18653193944267682,0.07254991084227824,0.1031432467396245,0.010838781860774098,0.8134680605573231,0.19747561274081327,0.4560679696514108,0.1599244781650991
CA,Humboldt,0.19972931313207262,0.047520583480581975,0.12363622692582428,0.028572502725666377,0.8002706868679273,0.14022331666604007,0.4903116658520997,0.16973570434978758
CA,Imperial,0.16365679192451588,0.05384832584296101,0.08119014565048589,0.028618320431068968,0.8363432080754841,0.2426527683004306,0.478581848984682,0.11510859079037154
CA,Kern,0.18605431756129648,0.07588621966713824,0.09362075024554638,0.016547347648611873,0.8139456824387035,0.21711030213467655,0.49704217991115274,0.0997932003928742
CA,Kings,0.17625260614276136,0.07626513036239198,0.09150784237164516,0.008479633408724225,0.8237473938572386,0.2268504534504225,0.48889396406285685,0.10800297634395928
CA,Lake,0.12871610100381062,0.023916492445472472,0.07566389395489524,0.029135714603442907,0.8712838989961894,0.172990525332503,0.4838900997879691,0.21440327387571728
CA,Lassen,0.22143161482743928,0.07882403067746059,0.12458457605453771,0.01802300809544099,0.7785683851725607,0.12956966340008522,0.45470813804857263,0.19429058372390284
CA,Los Angeles,0.14169261593230745,0.03889698836718037,0.08254050331397808,0.02025512425114901,0.8583073840676926,0.17155091772735562,0.5609786869985537,0.12577777934178325
CA,Madera,0.21781963199873647,0.08889415357077049,0.10320750743636316,0.02571797099160283,0.7821803680012636,0.19947221564136988,0.4548816762747111,0.12782647608518255
CA,Marin,0.07516884963495667,0.014949393938210213,0.04278565764442552,0.017433798052320926,0.9248311503650434,0.17861146810314182,0.5261858537404736,0.220033828521428
CA,Mariposa,0.0612501685166045,0.0030108300004493774,0.04498269896193772,0.013256639554217409,0.9387498314833955,0.14586797285759223,0.5316137150047184,0.2612681436210848
CA,Mendocino,0.15910735154989147,0.03714174411486449,0.09338304858367188,0.028582558851355112,0.8408926484501085,0.17304246201791976,0.4567755579052813,0.21107462852690745
CA,Merced,0.23457014866770182,0.09357677000232015,0.11632132212525209,0.02467205654012957,0.7654298513322982,0.20018918098909533,0.4707072870375328,0.09453338330567007
CA,Monterey,0.11543116382251749,0.03795316367509886,0.060413105040528235,0.017064895106890396,0.8845688361774825,0.2284465643137544,0.5247698961649757,0.1313523756987524
CA,Napa,0.08980816873367413,0.020440545779786986,0.050910506186053125,0.01845711676783402,0.9101918312663259,0.1778649322266049,0.5503753545847149,0.1819515444550061
CA,Nevada,0.13642107737972786,0.028516570174665218,0.06471331589620008,0.04319119130886257,0.8635789226202721,0.13721456490434067,0.4920014498290573,0.23436290788687414
CA,Orange,0.09850971725665342,0.023161417756607912,0.059641968073809955,0.015706331426235554,0.9014902827433465,0.19037264254132089,0.5693260115256197,0.14179162867640602
CA,Placer,0.06645778606125534,0.017652123293367183,0.03287545921936377,0.015930203548524383,0.9335422139387447,0.20223507139607577,0.5469198671382378,0.184387275404431
CA,Riverside,0.11593025337711414,0.03941017469735293,0.06267958589338206,0.013840492786379156,0.8840697466228858,0.2072774230682874,0.5409088860412891,0.13588343751330936
CA,Sacramento,0.12978576877030737,0.03930639013925605,0.07477969332749,0.01569968530356132,0.8702142312296927,0.1938954257218022,0.5445506919360794,0.13176811357181098
CA,San Benito,0.08011625606768416,0.024285953406272348,0.04347429127927325,0.012356011382138564,0.9198837439323159,0.2264102134911819,0.5730176362280689,0.12045589421306512
CA,San Bernardino,0.1317978336389796,0.044039618464015745,0.0723594213594549,0.015398793815508939,0.8682021663610204,0.21643062948219052,0.5451354721116429,0.10663606476718701
CA,San Diego,0.10607648163247455,0.02626748265402074,0.06548767115584671,0.014321327822607099,0.8939235183675255,0.18930313055485265,0.5684317235389859,0.1361886642736869
CA,San Francisco,0.11343320487235908,0.014447488766949481,0.07163926360141964,0.02734645250398995,0.8865667951276409,0.12129571583067128,0.6168024956229192,0.14846858367405047
CA,San Joaquin,0.11943528535190534,0.04111825297550135,0.06313974410882425,0.015177288267579744,0.8805647146480946,0.22566336766861175,0.5387038313824358,0.11619751559704707
CA,San Luis Obispo,0.13637558935840027,0.030504042637510786,0.09083434260380671,0.015037204117082783,0.8636244106415997,0.14866831853687262,0.5073426741778613,0.20761341792686586
CA,San Mateo,0.0669604858246579,0.010643783146729523,0.04092734455138698,0.01538935812654139,0.9330395141753421,0.18817521115694363,0.5862974421091687,0.1585668609092298
CA,Santa Barbara,0.15767077531050055,0.04102606322920587,0.09930137372977042,0.017343338351524275,0.8423292246894994,0.18645088445615354,0.5091433007150922,0.14673503951825367
CA,Santa Clara,0.06846953275134329,0.01545829158121055,0.03943428543429297,0.013576955735839771,0.9315304672486567,0.19722796416739044,0.6027667590463232,0.1315357440349431
CA,Santa Cruz,0.09661881006471962,0.016113544277115487,0.06646837014310139,0.014036895644502737,0.9033811899352804,0.17058965891436556,0.5568267872059708,0.17596474381494406
CA,Shasta,0.1353108560631048,0.03344197409393047,0.08481246890321283,0.017056413065961527,0.8646891439368952,0.17980511748296316,0.49215941680596165,0.1927246096479704
CA,Siskiyou,0.16142022182336968,0.03803672511390308,0.09448202862533941,0.028901468084127205,0.8385797781766303,0.16116710387040362,0.43619126512955037,0.24122140917667634
CA,Solano,0.09934286116522932,0.02902628101200289,0.05843857999881924,0.01187800015440719,0.9006571388347707,0.19219834965962299,0.5521987129706581,0.15626007620448962
CA,Sonoma,0.09019319372927871,0.01916516803124108,0.05359662082891384,0.017431404869123805,0.9098068062707213,0.17124037000839792,0.5441932479093775,0.19437318835294584
CA,Stanislaus,0.1384849908334689,0.0536447699593675,0.07013721465402058,0.014703006220080826,0.8615150091665311,0.21422996569176694,0.5275078185118233,0.1197772249629409
CA,Sutter,0.17520297906110738,0.06861607960441976,0.09164072197464543,0.014946177482042203,0.8247970209388926,0.17953726878700935,0.5003968011720896,0.14486295097979365
CA,Tehama,0.1487507889348994,0.029325287480180415,0.08819137636428011,0.03123412509043888,0.8512492110651007,0.22102492264589524,0.45059343298286664,0.17963085543633872
CA,Tulare,0.18561640787418596,0.07301783750219869,0.09696717958933691,0.015631390782650342,0.814383592125814,0.23144249169794287,0.4838356245668837,0.09910547586098743
CA,Tuolumne,0.11625962178086097,0.023453387817162406,0.06397415185783521,0.028832082105863348,0.883740378219139,0.15356837403782192,0.4762520193861066,0.2539199847952105
CA,Ventura,0.08752162915191929,0.026817121206800725,0.04938166961916951,0.011322838325949049,0.9124783708480807,0.19295080359337557,0.5628217128229842,0.1567058544317209
CA,Yolo,0.1501440594434756,0.017159185685040563,0.11487318977936159,0.01811168397907347,0.8498559405565244,0.18981727196906514,0.5436158920312382,0.11642277655622109
CA,Yuba,0.1510912143256855,0.06739495389406584,0.07561859808763777,0.008077662343981898,0.8489087856743145,0.21112624996958712,0.5120556677453103,0.12572686795941704
CO,Adams,0.09930552074375991,0.03256070427368884,0.056663106223320776,0.010081710246750293,0.9006944792562401,0.219063667667961,0.5828400769672735,0.09879073462100559
CO,Arapahoe,0.08831798486550545,0.02757014825879245,0.05298770476625477,0.007760131840458232,0.9116820151344945,0.19827453183058255,0.5813386497463182,0.1320688335575938
CO,Boulder,0.11119837004516438,0.01659601846945727,0.08448136653798602,0.010120985037721091,0.8888016299548356,0.16834771528776524,0.5678443468826483,0.15260956778442208
CO,Broomfield,0.051061840523574195,0.010979030319219981,0.03201549352210498,0.008067316682249233,0.9489381594764258,0.20005342593829303,0.608775210364632,0.14010952317350073
CO,Chaffee,0.0793491468117703,0.007290400972053463,0.069311638227059,0.0027471076126578267,0.9206508531882297,0.1297480057055312,0.5245918960325426,0.2663109514501558
CO,Delta,0.13826408669744294,0.04478931342697181,0.06358249025963396,0.02989228301083718,0.861735913302557,0.1503454146612972,0.46671905182856954,0.24467144681269032
CO,Denver,0.11560636566968752,0.02892627620343698,0.07181627077993907,0.014863818686311463,0.8843936343303125,0.15586474740666648,0.6223685660357379,0.10616032088790818
CO,Douglas,0.025637537142048607,0.005632530448316771,0.016358827562937404,0.0036461791307944315,0.9743624628579514,0.23335002231243945,0.6131567203979233,0.12785572014758861
CO,Eagle,0.07828706459584754,0.011436405288886484,0.0548370222053863,0.012013637101574761,0.9217129354041524,0.19909085989501596,0.5795587784331764,0.1430632970759601
CO,Elbert,0.04836147338086969,0.016034285292053054,0.02918683267447445,0.003140355414342188,0.9516385266191303,0.1976576643144789,0.573502789374515,0.18047807293013632
CO,El Paso,0.09553655981913604,0.02731927202536112,0.058983016807461056,0.009234270986313865,0.904463440180864,0.21031711164388434,0.5671622015528527,0.12698412698412698
CO,Fremont,0.1416897190569246,0.021851128086693906,0.09100829886049286,0.028830292109737837,0.8583102809430754,0.17090069284064666,0.451640738014872,0.2357688500875568
CO,Garfield,0.11158488585673051,0.042852925741275256,0.05052807662030963,0.01820388349514563,0.8884151141432695,0.20580228286538965,0.554808449225925,0.12780438205195488
CO,Jefferson,0.07167532644988596,0.014440173919746058,0.04311906355218118,0.01411608897795872,0.928324673550114,0.17483769475753191,0.5933750030656684,0.16011197572691377
CO,La Plata,0.0916043225270158,0.014002031957144176,0.06727625380991964,0.010326036759951971,0.9083956774729842,0.16179920568948,0.5446014593146763,0.20199501246882792
CO,Larimer,0.11776270880463051,0.02397903632537699,0.08077728070224925,0.01300639177700427,0.8822372911953695,0.1665387935168313,0.5596612865919361,0.1560372110866021
