"GEO_ID","NAME","B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2020 or later","Margin of Error!!Total:!!Built 2020 or later","Estimate!!Total:!!Built 2010 to 2019","Margin of Error!!Total:!!Built 2010 to 2019","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier",
"0500000US29085","Hickory County, Missouri","5620","42","0","17","195","74","864","173","926","168","903","201","1389","171","644","185","160","72","73","39","466","118",
"0500000US29087","Holt County, Missouri","2463","32","0","12","143","40","214","64","201","40","195","42","379","64","275","70","215","50","108","37","733","79",
"0500000US29089","Howard County, Missouri","4393","64","0","19","230","71","494","103","359","84","465","91","535","107","586","120","477","71","268","88","979","95",
"0500000US29091","Howell County, Missouri","18059","67","0","25","1100","252","2768","371","3474","387","2286","323","3492","415","1524","297","1148","267","577","145","1690","320",
"0500000US29093","Iron County, Missouri","4766","65","0","17","198","79","354","107","583","109","916","125","852","140","518","115","476","97","202","63","667","115",
"0500000US29095","Jackson County, Missouri","327907","443","544","206","16024","1011","28044","1079","33079","1399","31730","1372","51080","1790","44855","1638","43235","1396","18116","1034","61200","1574",
"0500000US29097","Jasper County, Missouri","52403","156","166","142","6670","631","7273","618","7945","739","4802","536","6058","527","4686","623","4976","539","2443","336","7384","579",
"0500000US29099","Jefferson County, Missouri","92010","152","278","128","6276","547","16203","863","17475","872","12684","792","14934","984","10083","776","8126","807","2928","472","3023","436",
"0500000US29101","Johnson County, Missouri","22538","326","6","9","2155","372","4689","464","4374","411","2968","338","2935","399","1699","355","1210","240","628","240","1874","277",
"0500000US29103","Knox County, Missouri","1971","32","0","12","53","29","98","41","230","58","107","39","309","66","230","51","221","48","87","27","636","66",
"0500000US29105","Laclede County, Missouri","15920","71","56","60","676","242","2831","427","2954","414","2971","492","2148","287","1332","252","1126","255","966","243","860","239",
"0500000US29107","Lafayette County, Missouri","14147","87","74","53","242","90","1733","321","2274","410","1508","222","2481","388","1346","248","1518","310","817","239","2154","339",
"0500000US29109","Lawrence County, Missouri","16279","70","22","42","762","148","2499","392","2358","352","1851","278","2901","455","1259","278","1747","330","819","226","2061","280",
"0500000US29111","Lewis County, Missouri","4341","62","5","8","152","53","493","101","507","119","474","104","665","100","705","129","356","94","152","57","832","126",
"0500000US29113","Lincoln County, Missouri","23095","73","54","45","2807","410","6585","507","4473","521","3261","484","2086","364","1484","283","594","145","401","225","1350","252",
"0500000US29115","Linn County, Missouri","6051","54","0","19","209","64","377","78","484","103","461","96","955","150","910","188","735","127","595","129","1325","157",
"0500000US29117","Livingston County, Missouri","6407","103","0","19","249","90","500","126","460","93","687","162","1083","194","876","142","1005","174","524","153","1023","165",
"0500000US29119","McDonald County, Missouri","9780","49","4","6","685","180","1301","202","1633","253","1565","253","1486","194","858","198","838","196","558","155","852","210",
"0500000US29121","Macon County, Missouri","7427","61","6","7","327","80","766","135","783","109","629","125","1154","157","1131","162","451","120","376","81","1804","197",
"0500000US29123","Madison County, Missouri","5852","41","0","19","296","118","800","176","1027","179","569","137","833","216","664","153","771","175","363","110","529","132",
"0500000US29125","Maries County, Missouri","4294","53","0","17","245","95","544","150","802","167","671","144","603","142","375","133","321","87","192","71","541","147",
"0500000US29127","Marion County, Missouri","12860","122","50","57","593","141","917","189","1850","286","1122","192","1953","273","1257","227","1461","273","671","160","2986","282",
"0500000US29129","Mercer County, Missouri","1931","33","5","6","104","50","170","62","187","51","160","45","352","78","304","72","245","64","117","47","287","67",
"0500000US29131","Miller County, Missouri","12526","58","2","5","800","180","2064","247","2066","314","2093","239","2424","300","917","219","761","189","382","139","1017","182",
"0500000US29133","Mississippi County, Missouri","5339","75","0","19","255","125","424","115","456","122","664","173","1114","198","660","154","697","164","514","184","555","190",
"0500000US29135","Moniteau County, Missouri","6174","110","0","19","424","90","721","125","926","169","804","151","991","171","540","123","579","149","292","95","897","153",
"0500000US29137","Monroe County, Missouri","4514","41","5","5","249","97","716","136","576","114","543","113","677","135","469","105","363","99","137","56","779","126",
"0500000US29139","Montgomery County, Missouri","5813","43","20","19","309","107","984","162","848","162","629","122","870","166","585","115","399","92","203","60","966","170",
"0500000US29141","Morgan County, Missouri","15173","62","33","32","556","161","2373","331","2053","263","2798","354","3107","392","1596","257","1415","285","470","149","772","159",
"0500000US29143","New Madrid County, Missouri","7956","49","2","3","286","90","629","132","985","143","1117","188","1912","190","1035","178","749","159","539","131","702","158",
"0500000US29145","Newton County, Missouri","24573","66","15","20","1656","272","3723","379","4591","480","3160","474","3937","366","2068","325","1897","317","994","265","2532","306",
"0500000US29147","Nodaway County, Missouri","9468","197","2","3","812","214","1013","185","970","220","956","232","1697","270","620","144","825","192","460","141","2113","214",
"0500000US29149","Oregon County, Missouri","4444","38","11","14","121","72","658","132","821","162","520","147","680","151","494","167","350","93","250","81","539","104",
"0500000US29151","Osage County, Missouri","6498","66","0","19","587","133","596","125","758","117","803","132","1204","184","717","147","365","78","307","87","1161","157",
"0500000US29153","Ozark County, Missouri","5108","30","0","17","154","59","598","124","907","165","789","180","1056","164","592","148","435","114","174","74","403","98",
"0500000US29155","Pemiscot County, Missouri","7558","43","0","19","163","57","560","118","874","173","786","166","1606","242","991","161","1142","199","761","141","675","142",
"0500000US29157","Perry County, Missouri","8470","75","0","19","528","139","964","181","1303","245","1017","201","1410","190","1014","209","868","165","404","124","962","177",
"0500000US29159","Pettis County, Missouri","18529","124","0","25","919","175","1596","225","2820","348","1534","215","2995","362","2052","250","2272","245","1141","243","3200","259",
"0500000US29161","Phelps County, Missouri","20161","232","0","25","1762","285","2558","295","3929","424","2804","332","3692","490","1604","278","1356","277","988","260","1468","288",
"0500000US29163","Pike County, Missouri","7651","87","37","39","479","120","740","125","892","168","705","117","1262","212","1205","202","512","141","279","96","1540","174",
"0500000US29165","Platte County, Missouri","44640","97","95","68","4574","377","8475","614","8304","690","7287","557","7289","562","4043","422","2576","406","487","115","1510","265",
"0500000US29167","Polk County, Missouri","13407","109","3","5","799","175","2676","369","2554","310","1891","298","2402","353","854","253","355","119","424","182","1449","248",
"0500000US29169","Pulaski County, Missouri","19280","247","55","57","2962","487","4321","628","3122","531","2220","351","2675","412","1839","449","1070","291","347","140","669","201",
"0500000US29171","Putnam County, Missouri","2855","31","0","12","122","54","468","108","336","101","200","64","490","122","295","96","264","99","199","84","481","97",
"0500000US29173","Ralls County, Missouri","5043","44","0","19","343","105","779","144","944","140","591","140","828","139","465","128","221","79","193","83","679","112",
"0500000US29175","Randolph County, Missouri","10765","93","30","43","435","110","1258","193","1231","189","1125","228","1821","225","1203","213","751","157","388","109","2523","337",
"0500000US29177","Ray County, Missouri","9849","66","5","7","238","91","1104","227","1196","197","1485","247","1662","229","1324","239","1100","221","559","137","1176","213",
"0500000US29179","Reynolds County, Missouri","3531","40","0","17","212","77","298","92","374","100","496","126","832","135","475","112","341","76","240","81","263","60",
"0500000US29181","Ripley County, Missouri","5309","27","0","19","314","94","762","139","859","155","684","124","1494","173","440","97","263","71","92","36","401","104",
"0500000US29183","St. Charles County, Missouri","159589","943","860","193","19743","911","35976","1024","33576","1126","26821","1056","20324","848","11286","847","6046","647","1497","263","3460","357",
"0500000US29185","St. Clair County, Missouri","5328","45","0","17","309","97","636","129","747","155","539","125","1102","144","512","110","306","77","177","59","1000","142",
"0500000US29186","Ste. Genevieve County, Missouri","8332","54","0","19","507","159","1135","206","1314","315","1327","261","1419","225","877","262","673","173","260","140","820","193",
"0500000US29187","St. Francois County, Missouri","28764","184","88","84","2157","366","4013","476","4815","533","3019","468","4749","584","2095","353","2721","363","1526","286","3581","557",
"0500000US29189","St. Louis County, Missouri","444146","358","388","149","12290","836","26970","1279","41240","1407","52149","1860","72723","1850","83531","2222","83280","2039","29172","1355","42403","1409",
"0500000US29195","Saline County, Missouri","9875","166","9","9","443","126","527","118","742","162","1123","227","2390","255","1268","241","1352","183","413","93","1608","213",
"0500000US29197","Schuyler County, Missouri","1917","28","0","12","35","29","176","57","196","60","119","49","188","43","348","60","141","48","105","34","609","79",
"0500000US29199","Scotland County, Missouri","2230","25","0","12","108","58","288","80","224","74","191","70","271","75","251","80","137","48","94","44","666","100",
"0500000US29201","Scott County, Missouri","16817","80","1","2","751","204","1392","275","2324","282","2361","271","3633","357","2170","267","1598","242","874","186","1713","293",
"0500000US29203","Shannon County, Missouri","3585","31","0","17","192","70","588","130","759","132","471","105","497","113","241","66","282","96","211","96","344","109",
"0500000US29205","Shelby County, Missouri","2976","49","2","4","193","72","294","83","334","93","239","59","423","87","329","81","191","54","220","59","751","114",
"0500000US29207","Stoddard County, Missouri","13440","58","34","41","557","151","1277","206","1480","250","1688","213","2856","294","2119","311","1517","257","863","183","1049","173",
"0500000US29209","Stone County, Missouri","20032","75","4","7","1311","211","4261","423","5032","464","3142","412","3035","396","1533","272","660","182","190","104","864","180",
"0500000US29211","Sullivan County, Missouri","3064","51","0","17","65","36","271","71","384","90","256","70","486","72","405","84","305","79","232","74","660","99",
"0500000US29213","Taney County, Missouri","29487","110","0","28","2448","403","7452","711","8109","673","3192","486","4255","421","1818","352","843","230","508","158","862","219",
"0500000US29215","Texas County, Missouri","11100","130","32","37","584","148","1432","289","1739","277","1440","282","2151","327","1279","225","745","183","752","179","946","203",
"0500000US29217","Vernon County, Missouri","8997","68","2","4","333","107","1001","161","1247","239","1066","211","1427","202","853","202","410","131","633","213","2025","253",
"0500000US29219","Warren County, Missouri","15228","44","215","230","1672","303","4548","404","3424","439","1859","289","1532","268","605","162","367","143","167","111","839","274",
"0500000US29221","Washington County, Missouri","10769","76","0","22","434","150","1563","286","1877","280","1734","294","1667","272","1137","248","968","205","545","175","844","176",
"0500000US29223","Wayne County, Missouri","6325","44","0","19","240","93","668","147","743","162","1059","210","1561","236","656","138","550","119","200","83","648","155",
"0500000US29225","Webster County, Missouri","15174","75","14","17","1277","273","3152","401","3264","338","1812","297","2287","345","1128","213","483","104","485","152","1272","203",
"0500000US29227","Worth County, Missouri","1126","29","0","12","45","28","92","34","121","33","70","27","139","47","134","48","110","30","42","21","373","64",
"0500000US29229","Wright County, Missouri","8380","41","24","28","387","148","1069","200","1184","228","1127","248","1324","228","825","212","775","232","707","190","958","205",
"0500000US29510","St. Louis city, Missouri","173830","338","36","33","4142","452","7028","565","5206","606","5521","564","7579","640","11368","725","17717","943","14056","881","101177","1495",
"0500000US30001","Beaverhead County, Montana","4968","73","0","15","313","92","519","98","853","120","547","126","794","181","440","124","385","106","127","55","990","169",
"0500000US30003","Big Horn County, Montana","4548","24","0","17","94","40","505","103","470","94","714","117","1064","150","620","131","320","118","246","64","515","137",
"0500000US30005","Blaine County, Montana","2828","26","13","16","110","47","192","47","172","50","268","56","738","103","210","65","214","55","218","53","693","87",
"0500000US30007","Broadwater County, Montana","3112","28","0","15","357","141","941","191","429","144","180","92","553","138","125","59","81","44","52","32","394","118",
"0500000US30009","Carbon County, Montana","6377","47","51","36","337","78","943","136","986","152","760","131","942","125","337","109","420","95","164","56","1437","170",
"0500000US30011","Carter County, Montana","802","61","0","11","72","46","90","34","69","27","95","28","118","33","41","20","119","35","53","25","145","37",
"0500000US30013","Cascade County, Montana","38884","120","155","154","2268","272","3290","390","3154","324","3464","454","6268","457","5732","496","6018","475","2664","311","5871","396",
"0500000US30015","Chouteau County, Montana","2835","41","0","15","128","72","130","41","348","75","401","81","358","65","237","52","354","68","165","49","714","100",
"0500000US30017","Custer County, Montana","5753","75","7","10","325","106","315","70","369","94","411","107","1142","140","535","109","737","143","442","103","1470","169",
"0500000US30019","Daniels County, Montana","1145","64","0","11","29","23","48","24","28","19","28","16","209","49","204","60","204","54","116","35","279","66",
"0500000US30021","Dawson County, Montana","4385","63","1","3","123","72","164","90","205","111","606","202","920","192","548","173","912","193","138","60","768","187",
"0500000US30023","Deer Lodge County, Montana","5454","132","0","15","113","59","244","122","414","167","280","118","601","146","459","151","1000","177","486","158","1857","204",
"0500000US30025","Fallon County, Montana","1479","79","0","11","94","50","114","67","173","75","152","62","246","78","172","75","128","59","111","63","289","90",
"0500000US30027","Fergus County, Montana","5995","58","2","4","382","164","555","116","722","181","441","113","587","147","423","133","620","186","373","139","1890","256",
"0500000US30029","Flathead County, Montana","49595","91","200","136","5263","529","9225","614","8494","640","6987","606","8229","654","3163","471","2536","335","2174","375","3324","469",
"0500000US30031","Gallatin County, Montana","51826","1517","155","96","8689","675","12207","848","9223","860","5647","645","7213","550","2145","304","2078","353","850","209","3619","424",
"0500000US30033","Garfield County, Montana","737","46","0","11","39","17","86","31","65","19","81","24","143","32","45","19","104","26","73","29","101","29",
"0500000US30035","Glacier County, Montana","5351","80","0","17","119","53","352","83","484","103","805","141","1358","178","682","137","499","119","354","114","698","156",
"0500000US30037","Golden Valley County, Montana","487","52","4","4","26","16","46","18","52","16","52","23","83","26","29","12","19","13","30","21","146","37",
"0500000US30039","Granite County, Montana","2627","18","15","22","193","86","376","94","395","104","229","71","372","90","193","77","179","67","147","68","528","103",
"0500000US30041","Hill County, Montana","7233","61","0","17","198","91","355","93","398","95","837","144","1873","206","716","150","1250","158","521","158","1085","173",
"0500000US30043","Jefferson County, Montana","5341","44","15","23","415","106","1006","142","1070","165","606","116","1016","161","227","78","230","84","121","56","635","132",
"0500000US30045","Judith Basin County, Montana","1281","72","1","2","48","24","83","36","195","67","89","31","176","48","133","44","119","34","75","41","362","61",
"0500000US30047","Lake County, Montana","16430","115","31","30","1154","149","2914","292","2851","254","2204","225","2849","279","1244","181","1028","164","717","135","1438","149",
"0500000US30049","Lewis and Clark County, Montana","33299","123","127","86","3308","392","4688","412","4525","414","3857","522","6058","565","2567","361","2595","348","1069","206","4505","415",
"0500000US30051","Liberty County, Montana","940","77","0","11","20","19","91","51","53","29","100","43","152","48","101","39","151","52","51","23","221","50",
"0500000US30053","Lincoln County, Montana","11041","58","20","21","613","150","1957","270","1567","282","1704","285","1935","241","1335","220","757","186","320","98","833","190",
"0500000US30055","McCone County, Montana","1109","64","0","11","35","19","63","38","36","22","122","41","170","40","162","46","224","58","58","27","239","57",
"0500000US30057","Madison County, Montana","6453","60","3","6","650","186","1344","174","1398","192","781","142","787","165","266","78","193","67","199","75","832","126",
"0500000US30059","Meagher County, Montana","1379","67","0","11","94","50","74","48","137","62","107","62","189","53","90","38","214","73","45","36","429","104",
"0500000US30061","Mineral County, Montana","2556","23","0","11","127","50","559","109","327","73","281","88","717","109","148","49","129","52","41","32","227","71",
"0500000US30063","Missoula County, Montana","54194","163","80","67","5685","584","8850","873","8284","658","5409","514","9287","815","4765","477","4154","504","2254","398","5426","627",
"0500000US30065","Musselshell County, Montana","2671","80","0","11","225","94","349","121","356","109","313","100","393","101","88","44","168","71","168","68","611","107",
"0500000US30067","Park County, Montana","9546","64","0","17","482","121","1435","205","1586","232","862","156","1444","262","548","173","616","159","444","147","2129","308",
"0500000US30069","Petroleum County, Montana","293","48","0","11","24","17","18","10","50","25","56","27","29","15","20","13","19","19","2","4","75","27",
"0500000US30071","Phillips County, Montana","2251","31","0","11","158","65","154","73","198","74","221","72","338","100","179","80","267","74","216","82","520","102",
"0500000US30073","Pondera County, Montana","2752","42","0","15","117","47","210","67","217","66","184","54","386","85","341","81","495","98","253","73","549","94",
"0500000US30075","Powder River County, Montana","1002","72","0","11","30","20","95","34","158","57","136","48","163","36","147","52","112","34","51","24","110","39",
"0500000US30077","Powell County, Montana","2928","75","0","15","59","44","266","67","225","65","158","49","442","100","145","72","490","130","517","174","626","137",
"0500000US30079","Prairie County, Montana","656","53","0","11","43","28","42","29","24","20","18","15","114","36","51","28","108","49","52","30","204","53",
"0500000US30081","Ravalli County, Montana","20914","86","42","38","1299","335","3666","476","3869","473","2627","330","4107","532","1349","291","931","241","478","166","2546","401",
"0500000US30083","Richland County, Montana","5527","27","0","17","1062","214","371","119","493","163","663","153","999","172","373","117","627","139","258","82","681","147",
"0500000US30085","Roosevelt County, Montana","4071","38","1","2","177","50","159","41","420","100","639","95","828","100","471","71","625","99","198","44","553","88",
"0500000US30087","Rosebud County, Montana","3821","21","0","15","60","30","475","102","295","89","960","136","1119","145","203","55","216","76","108","41","385","75",
"0500000US30089","Sanders County, Montana","6793","46","22","35","555","183","1424","247","1090","167","789","153","1004","164","445","111","426","96","304","82","734","142",
"0500000US30091","Sheridan County, Montana","2039","72","0","11","101","61","79","39","95","48","231","64","235","72","290","75","318","68","175","49","515","95",
"0500000US30093","Silver Bow County, Montana","17209","152","0","23","644","178","887","190","1367","291","787","208","2256","369","1306","272","2064","286","978","247","6920","458",
"0500000US30095","Stillwater County, Montana","4682","56","16","25","360","92","885","124","713","102","590","115","664","111","301","77","291","80","247","76","615","97",
"0500000US30097","Sweet Grass County, Montana","1889","83","0","11","57","34","199","65","321","63","246","71","347","74","59","34","133","39","95","54","432","81",
"0500000US30099","Teton County, Montana","2933","74","0","15","97","31","243","59","245","62","226","56","416","88","221","58","367","73","316","74","802","105",
"0500000US30101","Toole County, Montana","2330","46","0","15","149","76","64","31","174","105","304","102","397","90","168","68","341","99","264","88","469","108",
"0500000US30103","Treasure County, Montana","461","58","0","11","25","12","19","15","65","29","57","24","39","19","62","30","60","21","30","16","104","28",
"0500000US30105","Valley County, Montana","4303","37","0","15","123","61","139","54","253","75","443","105","522","102","1122","174","899","167","188","66","614","120",
"0500000US30107","Wheatland County, Montana","1187","73","0","11","7","8","164","72","73","37","89","40","181","61","74","31","101","37","79","34","419","76",
"0500000US30109","Wibaux County, Montana","555","67","7","9","24","17","55","30","32","20","86","43","28","19","48","29","35","24","47","27","193","58",
"0500000US30111","Yellowstone County, Montana","71296","182","273","173","7940","651","9288","731","9962","870","8106","537","12751","767","5640","543","8280","639","3284","463","5772","616",
"0500000US31001","Adams County, Nebraska","13775","156","10","15","669","174","922","164","1235","187","1174","196","2027","234","1573","233","1669","209","1484","260","3012","304",
"0500000US31003","Antelope County, Nebraska","3127","46","2","5","82","38","169","52","215","52","179","48","538","84","261","81","333","61","210","68","1138","86",
"0500000US31005","Arthur County, Nebraska","245","32","0","10","29","14","18","10","16","10","32","17","35","17","11","5","15","10","22","12","67","23",
"0500000US31007","Banner County, Nebraska","364","42","0","10","5","5","15","8","31","15","49","25","44","19","8","8","64","23","39","17","109","29",
"0500000US31009","Blaine County, Nebraska","279","34","0","10","14","12","17","14","20","14","12","8","36","20","10","9","43","19","19","10","108","28",
"0500000US31011","Boone County, Nebraska","2566","30","0","14","119","39","101","31","211","63","168","49","390","82","275","62","126","36","147","46","1029","104",
"0500000US31013","Box Butte County, Nebraska","5254","36","0","16","136","81","335","134","221","83","386","138","1335","221","360","120","532","141","345","84","1604","235",
"0500000US31015","Boyd County, Nebraska","1210","49","0","10","8","7","46","19","128","35","94","37","88","28","149","46","154","37","35","13","508","61",
"0500000US31017","Brown County, Nebraska","1679","47","0","10","30","30","26","26","79","41","128","63","340","86","225","82","162","61","151","64","538","105",
"0500000US31019","Buffalo County, Nebraska","20844","121","11","10","1570","241","2538","296","3209","311","2500","298","3939","393","1728","253","1301","202","788","172","3260","306",
"0500000US31021","Burt County, Nebraska","3359","54","21","21","133","46","202","64","164","48","283","83","467","75","242","63","281","64","213","55","1353","131",
"0500000US31023","Butler County, Nebraska","4023","45","6","8","131","57","330","106","311","73","345","99","721","140","276","78","190","59","177","55","1536","150",
"0500000US31025","Cass County, Nebraska","11571","63","19","17","755","165","1279","169","1615","179","1462","217","2010","232","1099","159","682","167","385","119","2265","201",
"0500000US31027","Cedar County, Nebraska","3924","32","0","14","73","33","373","85","311","73","337","75","482","67","343","60","297","69","256","54","1452","140",
"0500000US31029","Chase County, Nebraska","1870","72","0","10","109","54","83","46","134","51","190","66","444","91","161","59","106","44","168","58","475","81",
"0500000US31031","Cherry County, Nebraska","3004","26","0","14","146","68","228","98","310","104","262","77","366","118","442","139","360","84","190","72","700","138",
"0500000US31033","Cheyenne County, Nebraska","4901","35","0","14","204","77","404","105","346","102","347","103","564","99","386","110","986","132","491","121","1173","136",
"0500000US31035","Clay County, Nebraska","2832","25","0","14","28","17","177","49","156","39","127","33","532","73","353","57","185","39","243","63","1031","84",
"0500000US31037","Colfax County, Nebraska","3998","28","10","11","265","128","186","77","597","240","383","162","721","151","301","90","413","158","196","108","926","157",
"0500000US31039","Cuming County, Nebraska","4124","51","6","8","162","59","221","83","328","79","287","84","603","109","404","82","431","95","302","77","1380","133",
"0500000US31041","Custer County, Nebraska","5350","31","2","3","167","66","367","99","351","90","345","95","667","125","384","74","590","125","330","65","2147","163",
"0500000US31043","Dakota County, Nebraska","7768","43","0","18","419","172","580","154","1201","274","617","183","1579","285","582","159","911","293","815","231","1064","204",
"0500000US31045","Dawes County, Nebraska","4021","92","0","14","111","73","236","103","221","106","243","113","708","223","376","158","446","161","323","145","1357","240",
"0500000US31047","Dawson County, Nebraska","9839","61","3","4","240","125","591","130","999","194","1099","191","1657","244","1257","228","1283","223","664","156","2046","216",
"0500000US31049","Deuel County, Nebraska","988","51","0","10","15","17","13","10","47","34","45","26","75","24","103","33","198","45","99","36","393","61",
"0500000US31051","Dixon County, Nebraska","2549","34","0","14","46","18","126","38","172","48","196","56","375","74","140","41","164","39","256","64","1074","93",
"0500000US31053","Dodge County, Nebraska","16283","108","24","32","616","162","1322","227","1315","225","1138","236","2532","238","2000","259","2531","315","961","187","3844","288",
"0500000US31055","Douglas County, Nebraska","242862","281","602","191","22006","977","29582","1230","27943","867","24098","1036","33843","1226","31501","1083","23502","1068","9934","833","39851","1059",
"0500000US31057","Dundy County, Nebraska","1012","72","0","10","42","22","26","19","86","43","51","25","156","52","130","51","105","39","76","34","340","61",
"0500000US31059","Fillmore County, Nebraska","2741","39","0","14","69","36","122","39","165","58","227","57","403","76","288","60","240","51","105","43","1122","79",
"0500000US31061","Franklin County, Nebraska","1546","23","0","10","17","12","19","12","74","24","96","30","228","44","138","40","171","34","77","27","726","67",
"0500000US31063","Frontier County, Nebraska","1400","59","0","10","42","24","53","23","97","25","138","32","197","44","142","40","95","32","104","28","532","72",
"0500000US31065","Furnas County, Nebraska","2543","20","13","17","64","35","105","51","95","33","119","33","341","68","205","64","205","43","263","68","1133","95",
"0500000US31067","Gage County, Nebraska","10321","178","12","16","308","87","761","130","924","160","653","168","1578","163","1298","207","956","172","522","101","3309","269",
"0500000US31069","Garden County, Nebraska","1185","65","0","10","26","28","87","44","86","43","107","39","119","38","72","34","161","57","144","44","383","67",
"0500000US31071","Garfield County, Nebraska","1026","44","0","10","82","38","66","32","70","30","87","37","163","56","31","20","153","51","16","11","358","62",
"0500000US31073","Gosper County, Nebraska","1175","72","12","15","52","39","123","54","77","39","83","41","236","71","150","67","153","58","52","28","237","52",
"0500000US31075","Grant County, Nebraska","417","48","0","10","36","18","31","23","30","14","38","17","18","11","64","22","56","28","26","11","118","21",
"0500000US31077","Greeley County, Nebraska","1205","15","0","10","36","20","79","29","98","34","75","23","127","34","71","29","77","25","50","20","592","57",
"0500000US31079","Hall County, Nebraska","25122","84","14","16","1748","224","1865","258","2839","359","2851","343","4794","487","3055","386","2863","347","1161","224","3932","380",
"0500000US31081","Hamilton County, Nebraska","4080","34","0","14","266","81","336","90","424","130","345","90","770","127","291","91","338","110","187","74","1123","167",
"0500000US31083","Harlan County, Nebraska","1950","75","13","21","108","54","123","39","130","49","234","63","347","76","170","57","169","50","140","43","516","77",
"0500000US31085","Hayes County, Nebraska","476","51","0","10","8","6","21","12","41","19","30","12","45","18","56","25","38","19","33","17","204","44",
"0500000US31087","Hitchcock County, Nebraska","1585","33","0","10","16","12","28","17","115","38","106","45","354","65","93","39","172","41","142","41","559","74",
"0500000US31089","Holt County, Nebraska","4938","34","4","6","264","76","301","86","328","97","532","127","1032","153","481","121","502","93","268","64","1226","146",
"0500000US31091","Hooker County, Nebraska","425","39","0","10","13","13","34","20","43","20","8","10","77","32","33","22","62","31","33","19","122","34",
"0500000US31093","Howard County, Nebraska","2891","25","0","14","287","91","156","55","308","69","198","60","414","92","232","60","172","53","151","53","973","128",
"0500000US31095","Jefferson County, Nebraska","3703","44","0","14","10","8","149","66","259","73","200","67","492","129","396","102","316","91","363","96","1518","163",
"0500000US31097","Johnson County, Nebraska","2095","70","0","14","18","9","171","56","149","45","88","39","306","66","153","36","169","49","65","34","976","89",
"0500000US31099","Kearney County, Nebraska","2965","34","0","14","106","53","112","56","245","64","134","48","785","137","302","80","298","77","97","49","886","130",
"0500000US31101","Keith County, Nebraska","5350","36","0","14","168","77","404","110","409","112","607","144","1334","189","692","155","608","123","278","59","850","146",
"0500000US31103","Keya Paha County, Nebraska","491","44","0","10","17","15","59","21","29","15","61","26","34","19","41","19","38","20","21","13","191","41",
"0500000US31105","Kimball County, Nebraska","1818","71","0","10","7","11","103","48","108","52","61","34","171","58","236","71","366","78","207","76","559","86",
"0500000US31107","Knox County, Nebraska","4550","30","1","2","376","95","226","61","362","72","306","71","805","74","470","81","322","69","152","39","1530","131",
"0500000US31109","Lancaster County, Nebraska","134214","360","171","81","13962","754","18348","690","19299","840","13669","787","20919","918","12760","864","13340","693","4305","449","17441","785",
"0500000US31111","Lincoln County, Nebraska","16558","63","0","21","588","146","1521","245","1507","247","1462","341","3385","425","1970","332","2212","363","1064","229","2849","335",
"0500000US31113","Logan County, Nebraska","378","31","0","10","36","22","30","15","43","20","23","12","62","21","31","19","46","21","9","10","98","30",
"0500000US31115","Loup County, Nebraska","437","44","0","10","53","19","59","21","59","30","41","23","65","24","26","14","28","18","33","14","73","30",
"0500000US31117","McPherson County, Nebraska","256","31","0","10","4","4","35","18","11","9","2","4","48","19","16","7","46","17","46","21","48","27",
"0500000US31119","Madison County, Nebraska","15097","122","5","7","576","142","1108","195","1665","251","1981","254","2958","294","1527","229","1091","183","751","155","3435","305",
"0500000US31121","Merrick County, Nebraska","3569","43","0","14","225","72","299","82","289","85","274","71","579","125","331","78","173","55","133","51","1266","118",
"0500000US31123","Morrill County, Nebraska","2295","32","0","10","24","17","66","32","100","49","133","45","510","84","288","74","159","56","256","65","759","89",
"0500000US31125","Nance County, Nebraska","1634","31","4","5","87","49","90","40","64","27","30","21","216","63","107","42","176","51","135","55","725","83",
"0500000US31127","Nemaha County, Nebraska","3339","69","0","14","86","40","203","55","253","74","126","39","454","127","404","95","213","81","215","81","1385","162",
"0500000US31129","Nuckolls County, Nebraska","2249","31","0","10","45","29","85","38","112","45","159","57","297","68","263","67","192","50","153","54","943","101",
"0500000US31131","Otoe County, Nebraska","6967","42","2","3","192","72","1005","163","663","109","369","104","770","138","658","145","448","106","403","113","2457","200",
"0500000US31133","Pawnee County, Nebraska","1426","22","0","10","85","40","76","40","41","22","62","27","179","51","70","32","76","31","137","52","700","84",
"0500000US31135","Perkins County, Nebraska","1361","22","0","10","9","9","76","34","83","32","45","21","261","52","99","29","168","39","160","53","460","67",
