"GEO_ID","NAME","B25048_001E","B25048_001M","B25048_002E","B25048_002M","B25048_003E","B25048_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Complete plumbing facilities","Margin of Error!!Total:!!Complete plumbing facilities","Estimate!!Total:!!Lacking complete plumbing facilities","Margin of Error!!Total:!!Lacking complete plumbing facilities",
"0500000US45067","Marion County, South Carolina","10844","405","10834","407","10","17",
"0500000US45069","Marlboro County, South Carolina","9331","322","9289","319","42","44",
"0500000US45071","Newberry County, South Carolina","15137","387","14979","390","158","150",
"0500000US45073","Oconee County, South Carolina","32413","733","32272","736","141","101",
"0500000US45075","Orangeburg County, South Carolina","32164","787","32081","801","83","55",
"0500000US45077","Pickens County, South Carolina","49438","735","49191","748","247","130",
"0500000US45079","Richland County, South Carolina","160231","1262","159918","1267","313","144",
"0500000US45081","Saluda County, South Carolina","7227","271","7204","266","23","24",
"0500000US45083","Spartanburg County, South Carolina","122044","913","121795","899","249","116",
"0500000US45085","Sumter County, South Carolina","40789","696","40714","689","75","64",
"0500000US45087","Union County, South Carolina","11150","314","11092","312","58","40",
"0500000US45089","Williamsburg County, South Carolina","12032","335","11846","364","186","140",
"0500000US45091","York County, South Carolina","106570","705","106192","712","378","142",
"0500000US46003","Aurora County, South Dakota","1047","67","1036","70","11","8",
"0500000US46005","Beadle County, South Dakota","7617","230","7575","229","42","42",
"0500000US46007","Bennett County, South Dakota","991","96","982","97","9","11",
"0500000US46009","Bon Homme County, South Dakota","2445","143","2440","141","5","7",
"0500000US46011","Brookings County, South Dakota","13233","373","13184","370","49","50",
"0500000US46013","Brown County, South Dakota","16200","332","16035","361","165","118",
"0500000US46015","Brule County, South Dakota","1990","121","1981","120","9","9",
"0500000US46017","Buffalo County, South Dakota","517","59","506","56","11","12",
"0500000US46019","Butte County, South Dakota","3993","221","3993","221","0","16",
"0500000US46021","Campbell County, South Dakota","654","62","652","62","2","3",
"0500000US46023","Charles Mix County, South Dakota","2959","88","2950","88","9","9",
"0500000US46025","Clark County, South Dakota","1383","67","1383","67","0","10",
"0500000US46027","Clay County, South Dakota","5322","226","5303","225","19","31",
"0500000US46029","Codington County, South Dakota","11963","290","11642","321","321","158",
"0500000US46031","Corson County, South Dakota","1070","35","1061","38","9","7",
"0500000US46033","Custer County, South Dakota","3626","234","3594","223","32","31",
"0500000US46035","Davison County, South Dakota","8485","317","8436","326","49","68",
"0500000US46037","Day County, South Dakota","2303","101","2303","101","0","14",
"0500000US46039","Deuel County, South Dakota","1794","99","1783","98","11","12",
"0500000US46041","Dewey County, South Dakota","1650","53","1630","54","20","14",
"0500000US46043","Douglas County, South Dakota","1089","59","1087","59","2","3",
"0500000US46045","Edmunds County, South Dakota","1489","96","1489","96","0","10",
"0500000US46047","Fall River County, South Dakota","3149","181","3104","186","45","41",
"0500000US46049","Faulk County, South Dakota","764","90","764","90","0","10",
"0500000US46051","Grant County, South Dakota","3039","162","2949","180","90","75",
"0500000US46053","Gregory County, South Dakota","1567","84","1563","84","4","6",
"0500000US46055","Haakon County, South Dakota","712","66","712","66","0","10",
"0500000US46057","Hamlin County, South Dakota","2080","94","2068","94","12","14",
"0500000US46059","Hand County, South Dakota","1358","88","1358","88","0","10",
"0500000US46061","Hanson County, South Dakota","1096","53","1091","53","5","8",
"0500000US46063","Harding County, South Dakota","511","67","511","67","0","10",
"0500000US46065","Hughes County, South Dakota","7490","217","7476","220","14","16",
"0500000US46067","Hutchinson County, South Dakota","2912","90","2863","91","49","32",
"0500000US46069","Hyde County, South Dakota","548","64","548","64","0","10",
"0500000US46071","Jackson County, South Dakota","722","83","717","85","5","8",
"0500000US46073","Jerauld County, South Dakota","847","74","847","74","0","10",
"0500000US46075","Jones County, South Dakota","381","55","381","55","0","10",
"0500000US46077","Kingsbury County, South Dakota","1991","94","1988","93","3","4",
"0500000US46079","Lake County, South Dakota","4619","241","4619","241","0","16",
"0500000US46081","Lawrence County, South Dakota","11109","465","11104","463","5","8",
"0500000US46083","Lincoln County, South Dakota","24719","252","24697","252","22","18",
"0500000US46085","Lyman County, South Dakota","1215","73","1187","73","28","24",
"0500000US46087","McCook County, South Dakota","2176","86","2162","86","14","23",
"0500000US46089","McPherson County, South Dakota","872","66","863","65","9","13",
"0500000US46091","Marshall County, South Dakota","1708","97","1702","97","6","6",
"0500000US46093","Meade County, South Dakota","11157","297","11157","297","0","18",
"0500000US46095","Mellette County, South Dakota","586","52","586","52","0","10",
"0500000US46097","Miner County, South Dakota","910","63","907","64","3","5",
"0500000US46099","Minnehaha County, South Dakota","77998","644","77726","661","272","147",
"0500000US46101","Moody County, South Dakota","2474","128","2474","128","0","14",
"0500000US46102","Oglala Lakota County, South Dakota","2595","141","2355","141","240","101",
"0500000US46103","Pennington County, South Dakota","44003","496","43746","493","257","121",
"0500000US46105","Perkins County, South Dakota","1280","80","1270","83","10","13",
"0500000US46107","Potter County, South Dakota","1067","86","1067","86","0","10",
"0500000US46109","Roberts County, South Dakota","3648","111","3620","113","28","21",
"0500000US46111","Sanborn County, South Dakota","896","73","896","73","0","10",
"0500000US46115","Spink County, South Dakota","2459","108","2439","109","20","15",
"0500000US46117","Stanley County, South Dakota","1249","84","1232","89","17","25",
"0500000US46119","Sully County, South Dakota","578","51","567","48","11","13",
"0500000US46121","Todd County, South Dakota","2411","89","2359","93","52","35",
"0500000US46123","Tripp County, South Dakota","2101","127","2089","128","12","12",
"0500000US46125","Turner County, South Dakota","3467","87","3447","89","20","17",
"0500000US46127","Union County, South Dakota","6839","130","6835","130","4","5",
"0500000US46129","Walworth County, South Dakota","2310","123","2310","123","0","14",
"0500000US46135","Yankton County, South Dakota","9657","350","9636","351","21","32",
"0500000US46137","Ziebach County, South Dakota","689","40","679","41","10","10",
"0500000US47001","Anderson County, Tennessee","30973","540","30953","541","20","23",
"0500000US47003","Bedford County, Tennessee","17904","328","17887","330","17","21",
"0500000US47005","Benton County, Tennessee","6509","242","6478","243","31","29",
"0500000US47007","Bledsoe County, Tennessee","4901","260","4823","254","78","62",
"0500000US47009","Blount County, Tennessee","52337","704","52260","704","77","61",
"0500000US47011","Bradley County, Tennessee","40948","550","40879","563","69","52",
"0500000US47013","Campbell County, Tennessee","15744","546","15669","543","75","62",
"0500000US47015","Cannon County, Tennessee","5671","201","5567","227","104","79",
"0500000US47017","Carroll County, Tennessee","10988","341","10944","345","44","39",
"0500000US47019","Carter County, Tennessee","23547","365","23490","364","57","56",
"0500000US47021","Cheatham County, Tennessee","15366","313","15320","318","46","54",
"0500000US47023","Chester County, Tennessee","6108","279","6073","281","35","44",
"0500000US47025","Claiborne County, Tennessee","13410","341","13266","354","144","86",
"0500000US47027","Clay County, Tennessee","2973","189","2964","192","9","15",
"0500000US47029","Cocke County, Tennessee","14339","413","14193","407","146","74",
"0500000US47031","Coffee County, Tennessee","22417","348","22200","353","217","119",
"0500000US47033","Crockett County, Tennessee","5387","138","5356","137","31","34",
"0500000US47035","Cumberland County, Tennessee","26523","391","26478","392","45","32",
"0500000US47037","Davidson County, Tennessee","293859","1684","293096","1670","763","264",
"0500000US47039","Decatur County, Tennessee","4375","235","4335","236","40","33",
"0500000US47041","DeKalb County, Tennessee","8023","291","7979","293","44","53",
"0500000US47043","Dickson County, Tennessee","19663","398","19590","389","73","48",
"0500000US47045","Dyer County, Tennessee","14659","339","14597","345","62","93",
"0500000US47047","Fayette County, Tennessee","15932","298","15909","302","23","36",
"0500000US47049","Fentress County, Tennessee","7443","305","7419","302","24","30",
"0500000US47051","Franklin County, Tennessee","16467","317","16367","323","100","84",
"0500000US47053","Gibson County, Tennessee","19436","434","19319","445","117","88",
"0500000US47055","Giles County, Tennessee","11395","363","11375","359","20","20",
"0500000US47057","Grainger County, Tennessee","9343","234","9284","244","59","60",
"0500000US47059","Greene County, Tennessee","27468","610","27419","607","49","54",
"0500000US47061","Grundy County, Tennessee","4833","168","4763","163","70","60",
"0500000US47063","Hamblen County, Tennessee","24471","403","24449","404","22","35",
"0500000US47065","Hamilton County, Tennessee","147419","1099","147143","1097","276","129",
"0500000US47067","Hancock County, Tennessee","2852","154","2836","155","16","23",
"0500000US47069","Hardeman County, Tennessee","9058","450","9022","441","36","37",
"0500000US47071","Hardin County, Tennessee","10787","356","10753","348","34","35",
"0500000US47073","Hawkins County, Tennessee","22777","519","22558","538","219","158",
"0500000US47075","Haywood County, Tennessee","7118","230","7101","229","17","19",
"0500000US47077","Henderson County, Tennessee","10823","275","10753","278","70","68",
"0500000US47079","Henry County, Tennessee","12938","355","12854","358","84","78",
"0500000US47081","Hickman County, Tennessee","8736","343","8662","345","74","42",
"0500000US47083","Houston County, Tennessee","2860","155","2850","156","10","14",
"0500000US47085","Humphreys County, Tennessee","6688","248","6688","248","0","21",
"0500000US47087","Jackson County, Tennessee","4523","187","4483","189","40","29",
"0500000US47089","Jefferson County, Tennessee","20419","518","20322","523","97","58",
"0500000US47091","Johnson County, Tennessee","6859","336","6821","337","38","47",
"0500000US47093","Knox County, Tennessee","192077","1185","191857","1188","220","109",
"0500000US47095","Lake County, Tennessee","2071","200","2015","198","56","60",
"0500000US47097","Lauderdale County, Tennessee","9144","282","9124","280","20","18",
"0500000US47099","Lawrence County, Tennessee","16483","276","16182","287","301","109",
"0500000US47101","Lewis County, Tennessee","4842","236","4771","234","71","84",
"0500000US47103","Lincoln County, Tennessee","14032","319","13901","328","131","93",
"0500000US47105","Loudon County, Tennessee","21801","413","21742","434","59","79",
"0500000US47107","McMinn County, Tennessee","21163","457","21099","475","64","48",
"0500000US47109","McNairy County, Tennessee","9818","341","9796","344","22","21",
"0500000US47111","Macon County, Tennessee","9266","293","9234","295","32","38",
"0500000US47113","Madison County, Tennessee","38699","570","38674","570","25","25",
"0500000US47115","Marion County, Tennessee","11718","303","11703","304","15","14",
"0500000US47117","Marshall County, Tennessee","12718","283","12697","286","21","31",
"0500000US47119","Maury County, Tennessee","38532","587","38485","590","47","39",
"0500000US47121","Meigs County, Tennessee","5129","235","5108","234","21","24",
"0500000US47123","Monroe County, Tennessee","18574","409","18497","420","77","90",
"0500000US47125","Montgomery County, Tennessee","77460","642","77163","668","297","191",
"0500000US47127","Moore County, Tennessee","2475","134","2471","134","4","8",
"0500000US47129","Morgan County, Tennessee","7110","297","7028","310","82","62",
"0500000US47131","Obion County, Tennessee","12526","261","12510","261","16","15",
"0500000US47133","Overton County, Tennessee","8731","287","8682","294","49","47",
"0500000US47135","Perry County, Tennessee","3052","234","3031","239","21","34",
"0500000US47137","Pickett County, Tennessee","2161","204","2154","203","7","11",
"0500000US47139","Polk County, Tennessee","7006","274","6834","258","172","80",
"0500000US47141","Putnam County, Tennessee","31933","484","31894","490","39","45",
"0500000US47143","Rhea County, Tennessee","12756","367","12692","363","64","55",
"0500000US47145","Roane County, Tennessee","21773","491","21773","491","0","31",
"0500000US47147","Robertson County, Tennessee","26536","352","26474","364","62","32",
"0500000US47149","Rutherford County, Tennessee","118955","943","118453","967","502","255",
"0500000US47151","Scott County, Tennessee","8533","286","8492","290","41","40",
"0500000US47153","Sequatchie County, Tennessee","5866","230","5835","235","31","29",
"0500000US47155","Sevier County, Tennessee","36817","832","36609","816","208","98",
"0500000US47157","Shelby County, Tennessee","354736","1816","353788","1885","948","250",
"0500000US47159","Smith County, Tennessee","7473","203","7395","205","78","74",
"0500000US47161","Stewart County, Tennessee","5091","262","5086","265","5","8",
"0500000US47163","Sullivan County, Tennessee","67025","626","66832","620","193","183",
"0500000US47165","Sumner County, Tennessee","72638","592","72451","584","187","94",
"0500000US47167","Tipton County, Tennessee","21860","338","21661","407","199","138",
"0500000US47169","Trousdale County, Tennessee","3349","518","3333","514","16","27",
"0500000US47171","Unicoi County, Tennessee","7583","249","7514","251","69","48",
"0500000US47173","Union County, Tennessee","7411","324","7394","321","17","19",
"0500000US47175","Van Buren County, Tennessee","2412","123","2334","134","78","57",
"0500000US47177","Warren County, Tennessee","15790","374","15589","365","201","131",
"0500000US47179","Washington County, Tennessee","54913","741","54797","763","116","102",
"0500000US47181","Wayne County, Tennessee","5671","258","5592","260","79","67",
"0500000US47183","Weakley County, Tennessee","13213","379","13149","375","64","49",
"0500000US47185","White County, Tennessee","10306","302","10289","304","17","20",
"0500000US47187","Williamson County, Tennessee","85311","576","85221","579","90","74",
"0500000US47189","Wilson County, Tennessee","52983","651","52846","653","137","93",
"0500000US48001","Anderson County, Texas","16477","560","16440","558","37","40",
"0500000US48003","Andrews County, Texas","6263","211","6263","211","0","23",
"0500000US48005","Angelina County, Texas","31151","566","31090","580","61","72",
"0500000US48007","Aransas County, Texas","10452","564","10118","586","334","218",
"0500000US48009","Archer County, Texas","3371","101","3330","103","41","33",
"0500000US48011","Armstrong County, Texas","708","69","708","69","0","14",
"0500000US48013","Atascosa County, Texas","15899","458","15831","473","68","47",
"0500000US48015","Austin County, Texas","11841","363","11776","348","65","62",
"0500000US48017","Bailey County, Texas","1952","240","1952","240","0","20",
"0500000US48019","Bandera County, Texas","8383","311","8356","312","27","26",
"0500000US48021","Bastrop County, Texas","31271","666","30814","691","457","182",
"0500000US48023","Baylor County, Texas","1509","128","1489","129","20","21",
"0500000US48025","Bee County, Texas","8497","436","8459","444","38","40",
"0500000US48027","Bell County, Texas","130523","1020","130129","1044","394","197",
"0500000US48029","Bexar County, Texas","717124","2098","713805","2140","3319","577",
"0500000US48031","Blanco County, Texas","4749","216","4739","220","10","19",
"0500000US48033","Borden County, Texas","196","38","190","38","6","9",
"0500000US48035","Bosque County, Texas","7037","187","7024","187","13","19",
"0500000US48037","Bowie County, Texas","33983","546","33852","539","131","75",
"0500000US48039","Brazoria County, Texas","124284","1242","123791","1306","493","223",
"0500000US48041","Brazos County, Texas","83627","1056","83232","1097","395","198",
"0500000US48043","Brewster County, Texas","4706","201","4665","203","41","36",
"0500000US48045","Briscoe County, Texas","557","76","554","75","3","4",
"0500000US48047","Brooks County, Texas","2425","261","2400","258","25","38",
"0500000US48049","Brown County, Texas","14651","368","14574","373","77","55",
"0500000US48051","Burleson County, Texas","7178","289","7105","280","73","58",
"0500000US48053","Burnet County, Texas","17941","534","17825","524","116","94",
"0500000US48055","Caldwell County, Texas","14315","361","14254","363","61","45",
"0500000US48057","Calhoun County, Texas","7748","277","7644","284","104","91",
"0500000US48059","Callahan County, Texas","5247","246","5234","246","13","12",
"0500000US48061","Cameron County, Texas","130030","968","129311","1002","719","230",
"0500000US48063","Camp County, Texas","4385","262","4360","263","25","30",
"0500000US48065","Carson County, Texas","2282","103","2269","103","13","22",
"0500000US48067","Cass County, Texas","11371","306","11270","314","101","60",
"0500000US48069","Castro County, Texas","2417","134","2417","134","0","20",
"0500000US48071","Chambers County, Texas","14905","455","14765","477","140","142",
"0500000US48073","Cherokee County, Texas","18173","353","18087","353","86","56",
"0500000US48075","Childress County, Texas","2070","205","2070","205","0","20",
"0500000US48077","Clay County, Texas","4119","150","4047","161","72","48",
"0500000US48079","Cochran County, Texas","973","63","954","64","19","18",
"0500000US48081","Coke County, Texas","1384","94","1384","94","0","14",
"0500000US48083","Coleman County, Texas","3222","217","3196","217","26","18",
"0500000US48085","Collin County, Texas","369168","1287","368359","1315","809","326",
"0500000US48087","Collingsworth County, Texas","1053","104","1050","105","3","6",
"0500000US48089","Colorado County, Texas","6999","335","6922","345","77","64",
"0500000US48091","Comal County, Texas","60714","694","60524","712","190","119",
"0500000US48093","Comanche County, Texas","5138","217","5068","225","70","67",
"0500000US48095","Concho County, Texas","803","156","798","152","5","8",
"0500000US48097","Cooke County, Texas","16106","300","16033","308","73","69",
"0500000US48099","Coryell County, Texas","23954","664","23900","658","54","43",
"0500000US48101","Cottle County, Texas","654","103","654","103","0","14",
"0500000US48103","Crane County, Texas","1614","73","1601","79","13","20",
"0500000US48105","Crockett County, Texas","1297","176","1297","176","0","14",
"0500000US48107","Crosby County, Texas","1934","99","1923","100","11","11",
"0500000US48109","Culberson County, Texas","634","194","634","194","0","14",
"0500000US48111","Dallam County, Texas","2367","219","2367","219","0","20",
"0500000US48113","Dallas County, Texas","947046","2388","944145","2365","2901","389",
"0500000US48115","Dawson County, Texas","4214","238","4213","239","1","4",
"0500000US48117","Deaf Smith County, Texas","6064","217","5994","226","70","71",
"0500000US48119","Delta County, Texas","2057","106","2052","106","5","8",
"0500000US48121","Denton County, Texas","321447","1348","320667","1320","780","267",
"0500000US48123","DeWitt County, Texas","6610","266","6576","265","34","37",
"0500000US48125","Dickens County, Texas","635","68","630","68","5","6",
"0500000US48127","Dimmit County, Texas","2902","229","2887","231","15","25",
"0500000US48129","Donley County, Texas","1193","111","1179","113","14","18",
"0500000US48131","Duval County, Texas","2842","184","2819","178","23","30",
"0500000US48133","Eastland County, Texas","6697","334","6636","344","61","54",
"0500000US48135","Ector County, Texas","59019","730","58656","752","363","216",
"0500000US48137","Edwards County, Texas","558","137","558","137","0","14",
"0500000US48139","Ellis County, Texas","62708","512","62469","530","239","112",
"0500000US48141","El Paso County, Texas","288186","1292","286872","1339","1314","265",
"0500000US48143","Erath County, Texas","14926","497","14905","496","21","27",
"0500000US48145","Falls County, Texas","5419","291","5351","297","68","52",
"0500000US48147","Fannin County, Texas","12470","291","12446","289","24","19",
"0500000US48149","Fayette County, Texas","8720","267","8677","257","43","32",
"0500000US48151","Fisher County, Texas","1533","129","1528","129","5","7",
"0500000US48153","Floyd County, Texas","1894","124","1894","124","0","20",
"0500000US48155","Foard County, Texas","471","75","455","75","16","24",
"0500000US48157","Fort Bend County, Texas","259106","1248","258441","1209","665","314",
"0500000US48159","Franklin County, Texas","3546","241","3540","242","6","9",
"0500000US48161","Freestone County, Texas","6567","274","6557","273","10","12",
"0500000US48163","Frio County, Texas","4763","401","4717","416","46","66",
"0500000US48165","Gaines County, Texas","6775","205","6712","226","63","83",
"0500000US48167","Galveston County, Texas","131877","883","131186","958","691","423",
"0500000US48169","Garza County, Texas","1705","187","1679","188","26","38",
"0500000US48171","Gillespie County, Texas","11205","407","11162","406","43","39",
"0500000US48173","Glasscock County, Texas","457","76","457","76","0","14",
"0500000US48175","Goliad County, Texas","2671","161","2660","160","11","17",
"0500000US48177","Gonzales County, Texas","7496","232","7387","233","109","70",
"0500000US48179","Gray County, Texas","7881","292","7850","297","31","28",
"0500000US48181","Grayson County, Texas","51021","610","50845","623","176","77",
"0500000US48183","Gregg County, Texas","46654","762","46568","775","86","94",
"0500000US48185","Grimes County, Texas","9469","1007","9352","1014","117","99",
"0500000US48187","Guadalupe County, Texas","58439","637","58217","658","222","126",
"0500000US48189","Hale County, Texas","11070","327","10991","323","79","67",
"0500000US48191","Hall County, Texas","1132","97","1127","98","5","8",
"0500000US48193","Hamilton County, Texas","2910","186","2895","186","15","20",
"0500000US48195","Hansford County, Texas","1764","122","1764","122","0","20",
"0500000US48197","Hardeman County, Texas","1222","106","1218","106","4","6",
"0500000US48199","Hardin County, Texas","20568","512","20398","516","170","126",
"0500000US48201","Harris County, Texas","1658503","3652","1652245","3717","6258","754",
"0500000US48203","Harrison County, Texas","24276","556","24201","569","75","82",
"0500000US48205","Hartley County, Texas","1704","120","1704","120","0","20",
"0500000US48207","Haskell County, Texas","2030","134","2019","134","11","12",
"0500000US48209","Hays County, Texas","84924","882","84715","895","209","125",
"0500000US48211","Hemphill County, Texas","1387","102","1384","101","3","5",
"0500000US48213","Henderson County, Texas","31267","703","31053","725","214","122",
"0500000US48215","Hidalgo County, Texas","251916","1868","249155","1901","2761","565",
"0500000US48217","Hill County, Texas","13043","275","12958","272","85","40",
"0500000US48219","Hockley County, Texas","7935","206","7874","207","61","43",
"0500000US48221","Hood County, Texas","24195","544","23980","547","215","128",
"0500000US48223","Hopkins County, Texas","13746","270","13713","269","33","30",
"0500000US48225","Houston County, Texas","7353","356","7293","359","60","39",
"0500000US48227","Howard County, Texas","12062","302","12025","304","37","26",
"0500000US48229","Hudspeth County, Texas","869","92","816","107","53","60",
"0500000US48231","Hunt County, Texas","35756","522","35578","523","178","90",
"0500000US48233","Hutchinson County, Texas","6881","261","6864","263","17","20",
"0500000US48235","Irion County, Texas","677","68","668","66","9","14",
"0500000US48237","Jack County, Texas","2914","172","2887","170","27","32",
"0500000US48239","Jackson County, Texas","5155","258","5155","258","0","23",
"0500000US48241","Jasper County, Texas","12776","407","12659","399","117","89",
"0500000US48243","Jeff Davis County, Texas","1010","161","994","161","16","24",
"0500000US48245","Jefferson County, Texas","92751","1113","92372","1110","379","136",
"0500000US48247","Jim Hogg County, Texas","1423","207","1423","207","0","14",
"0500000US48249","Jim Wells County, Texas","12835","384","12561","388","274","170",
"0500000US48251","Johnson County, Texas","60915","598","60552","614","363","161",
"0500000US48253","Jones County, Texas","5792","381","5709","386","83","60",
"0500000US48255","Karnes County, Texas","4431","381","4414","380","17","18",
"0500000US48257","Kaufman County, Texas","46189","540","46087","557","102","62",
"0500000US48259","Kendall County, Texas","16261","379","16204","391","57","88",
"0500000US48261","Kenedy County, Texas","48","37","48","37","0","14",
"0500000US48263","Kent County, Texas","243","53","243","53","0","14",
"0500000US48265","Kerr County, Texas","21842","448","21623","470","219","99",
"0500000US48267","Kimble County, Texas","1797","139","1791","137","6","10",
"0500000US48269","King County, Texas","83","26","83","26","0","14",
"0500000US48271","Kinney County, Texas","1039","162","1028","163","11","20",
"0500000US48273","Kleberg County, Texas","11559","428","11460","437","99","96",
"0500000US48275","Knox County, Texas","1251","94","1251","94","0","14",
"0500000US48277","Lamar County, Texas","19930","427","19883","431","47","41",
"0500000US48279","Lamb County, Texas","4604","162","4535","167","69","49",
"0500000US48281","Lampasas County, Texas","7928","342","7870","341","58","56",
"0500000US48283","La Salle County, Texas","1868","219","1864","220","4","10",
"0500000US48285","Lavaca County, Texas","8012","242","7971","245","41","38",
"0500000US48287","Lee County, Texas","6148","277","6132","278","16","23",
"0500000US48289","Leon County, Texas","6136","347","6122","347","14","16",
"0500000US48291","Liberty County, Texas","27688","606","27532","606","156","102",
"0500000US48293","Limestone County, Texas","8027","281","7996","280","31","26",
"0500000US48295","Lipscomb County, Texas","1144","78","1139","78","5","5",
"0500000US48297","Live Oak County, Texas","3857","217","3798","217","59","47",
"0500000US48299","Llano County, Texas","9220","352","9193","359","27","40",
"0500000US48301","Loving County, Texas","33","26","33","26","0","14",
"0500000US48303","Lubbock County, Texas","118704","960","118131","953","573","210",
"0500000US48305","Lynn County, Texas","2104","94","2076","99","28","33",
"0500000US48307","McCulloch County, Texas","3138","227","3123","235","15","28",
"0500000US48309","McLennan County, Texas","94194","966","94025","965","169","78",
"0500000US48311","McMullen County, Texas","186","52","181","51","5","7",
"0500000US48313","Madison County, Texas","3985","357","3924","360","61","46",
"0500000US48315","Marion County, Texas","4036","257","4008","260","28","33",
"0500000US48317","Martin County, Texas","1868","86","1865","86","3","5",
"0500000US48319","Mason County, Texas","1490","108","1490","108","0","14",
"0500000US48321","Matagorda County, Texas","13686","440","13619","441","67","52",
"0500000US48323","Maverick County, Texas","17690","407","17601","432","89","104",
"0500000US48325","Medina County, Texas","16765","423","16723","415","42","47",
"0500000US48327","Menard County, Texas","904","126","883","125","21","24",
"0500000US48329","Midland County, Texas","63506","789","63209","808","297","164",
"0500000US48331","Milam County, Texas","9740","281","9678","282","62","48",
"0500000US48333","Mills County, Texas","1695","143","1695","143","0","14",
"0500000US48335","Mitchell County, Texas","2258","323","2258","323","0","20",
"0500000US48337","Montague County, Texas","7835","279","7812","282","23","22",
"0500000US48339","Montgomery County, Texas","214328","1559","213603","1607","725","337",
"0500000US48341","Moore County, Texas","6893","248","6893","248","0","27",
"0500000US48343","Morris County, Texas","4784","236","4717","233","67","50",
"0500000US48345","Motley County, Texas","458","62","458","62","0","14",
"0500000US48347","Nacogdoches County, Texas","24179","545","23992","547","187","121",
"0500000US48349","Navarro County, Texas","17602","347","17477","342","125","68",
"0500000US48351","Newton County, Texas","4728","243","4538","260","190","123",
"0500000US48353","Nolan County, Texas","5548","239","5519","237","29","27",
"0500000US48355","Nueces County, Texas","129845","961","129057","963","788","271",
"0500000US48357","Ochiltree County, Texas","3605","185","3605","185","0","23",
"0500000US48359","Oldham County, Texas","648","92","646","92","2","3",
"0500000US48361","Orange County, Texas","30636","552","30397","552","239","120",
"0500000US48363","Palo Pinto County, Texas","10383","362","10370","362","13","9",
"0500000US48365","Panola County, Texas","8186","340","8154","341","32","28",
"0500000US48367","Parker County, Texas","50815","537","50689","546","126","93",
"0500000US48369","Parmer County, Texas","3172","121","3170","121","2","4",
"0500000US48371","Pecos County, Texas","4995","269","4979","270","16","24",
"0500000US48373","Polk County, Texas","17028","685","16972","683","56","49",
"0500000US48375","Potter County, Texas","43103","630","42897","624","206","113",
"0500000US48377","Presidio County, Texas","2195","258","2195","258","0","20",
"0500000US48379","Rains County, Texas","4585","240","4533","239","52","56",
"0500000US48381","Randall County, Texas","54480","631","54362","642","118","114",
"0500000US48383","Reagan County, Texas","1069","103","1069","103","0","14",
"0500000US48385","Real County, Texas","893","155","889","154","4","5",
"0500000US48387","Red River County, Texas","4591","210","4525","217","66","48",
"0500000US48389","Reeves County, Texas","4070","214","4041","216","29","32",
"0500000US48391","Refugio County, Texas","2189","162","2164","160","25","26",
"0500000US48393","Roberts County, Texas","310","43","307","43","3","4",
"0500000US48395","Robertson County, Texas","6310","214","6279","220","31","36",
"0500000US48397","Rockwall County, Texas","35771","409","35733","411","38","36",
"0500000US48399","Runnels County, Texas","3746","168","3714","167","32","29",
"0500000US48401","Rusk County, Texas","17656","533","17577","527","79","58",
"0500000US48403","Sabine County, Texas","4317","268","4308","269","9","11",
"0500000US48405","San Augustine County, Texas","3167","223","3114","216","53","36",
"0500000US48407","San Jacinto County, Texas","9451","435","9422","446","29","52",
"0500000US48409","San Patricio County, Texas","23808","504","23457","524","351","173",
"0500000US48411","San Saba County, Texas","1960","162","1952","161","8","9",
"0500000US48413","Schleicher County, Texas","883","101","877","104","6","9",
"0500000US48415","Scurry County, Texas","5973","334","5905","336","68","85",
"0500000US48417","Shackelford County, Texas","1269","72","1269","72","0","14",
"0500000US48419","Shelby County, Texas","8898","275","8845","278","53","66",
"0500000US48421","Sherman County, Texas","810","93","810","93","0","14",
"0500000US48423","Smith County, Texas","81377","1073","81030","1088","347","174",
"0500000US48425","Somervell County, Texas","3227","188","3218","186","9","15",
"0500000US48427","Starr County, Texas","18599","437","18473","443","126","80",
"0500000US48429","Stephens County, Texas","3385","232","3385","232","0","20",
"0500000US48431","Sterling County, Texas","397","60","397","60","0","14",
"0500000US48433","Stonewall County, Texas","472","57","472","57","0","14",
"0500000US48435","Sutton County, Texas","1124","171","1109","166","15","25",
"0500000US48437","Swisher County, Texas","2477","167","2458","164","19","27",
"0500000US48439","Tarrant County, Texas","739804","2208","737589","2234","2215","424",
"0500000US48441","Taylor County, Texas","53292","735","53105","737","187","118",
"0500000US48443","Terrell County, Texas","426","107","420","109","6","9",
"0500000US48445","Terry County, Texas","4082","237","4067","235","15","23",
"0500000US48447","Throckmorton County, Texas","618","65","609","63","9","15",
"0500000US48449","Titus County, Texas","10654","265","10583","267","71","49",
"0500000US48451","Tom Green County, Texas","44814","656","44554","651","260","142",
"0500000US48453","Travis County, Texas","514227","2192","512579","2193","1648","404",
"0500000US48455","Trinity County, Texas","5879","269","5729","262","150","93",
"0500000US48457","Tyler County, Texas","6525","292","6524","291","1","4",
"0500000US48459","Upshur County, Texas","14576","327","14482","341","94","82",
"0500000US48461","Upton County, Texas","1422","99","1422","99","0","14",
"0500000US48463","Uvalde County, Texas","8324","312","8242","329","82","86",
"0500000US48465","Val Verde County, Texas","16146","419","15966","439","180","130",
"0500000US48467","Van Zandt County, Texas","22047","511","21886","528","161","96",
"0500000US48469","Victoria County, Texas","34219","481","34175","479","44","45",
