NAME,DP04_0073PE,DP04_0073PM,DP04_0074PE,DP04_0074PM,DP04_0075PE,DP04_0075PM
Geographic Area Name,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available,Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available
"Howard County, Indiana",0.4,0.2,0.9,0.4,0.8,0.3
"Huntington County, Indiana",0.6,0.5,1,0.6,0.6,0.3
"Jackson County, Indiana",0.1,0.1,0.7,0.5,1.8,0.8
"Jasper County, Indiana",0,0.3,1.2,1,1.4,0.7
"Jay County, Indiana",2.1,1,2,1,2.3,1
"Jefferson County, Indiana",1.5,1,1.7,1,1.8,1.1
"Jennings County, Indiana",0.1,0.1,0.5,0.4,2.6,1.2
"Johnson County, Indiana",0,0.1,0.4,0.2,0.5,0.2
"Knox County, Indiana",0.3,0.3,1.3,0.9,1.2,0.6
"Kosciusko County, Indiana",0.2,0.2,0.3,0.2,1.5,0.6
"LaGrange County, Indiana",0.2,0.3,0.4,0.4,16.6,2.1
"Lake County, Indiana",0.4,0.1,0.8,0.2,1.2,0.2
"LaPorte County, Indiana",0.5,0.3,0.9,0.3,0.8,0.2
"Lawrence County, Indiana",0.9,0.4,0.7,0.4,1.7,0.7
"Madison County, Indiana",0.3,0.2,0.9,0.3,0.8,0.2
"Marion County, Indiana",0.3,0.1,0.8,0.1,1.3,0.2
"Marshall County, Indiana",0.1,0.1,0.7,0.3,2.5,0.7
"Martin County, Indiana",1.4,1.1,0.9,0.8,1.4,0.9
"Miami County, Indiana",1.7,0.8,1.5,1.1,1,0.4
"Monroe County, Indiana",0.2,0.1,0.8,0.3,1.4,0.3
"Montgomery County, Indiana",0.3,0.3,1.4,0.7,1,0.5
"Morgan County, Indiana",0.2,0.2,0.4,0.2,1.4,0.5
"Newton County, Indiana",0.3,0.3,0,0.6,1,0.6
"Noble County, Indiana",0.1,0.1,0.4,0.3,3.2,1.3
"Ohio County, Indiana",1.4,1.9,1.6,2,1.4,1.2
"Orange County, Indiana",1.4,0.8,1.3,0.7,2.2,1
"Owen County, Indiana",1.4,0.8,1.2,0.7,1.3,0.7
"Parke County, Indiana",0.3,0.4,1.2,1,4.7,1.9
"Perry County, Indiana",0.6,0.5,0.9,0.6,0.7,0.5
"Pike County, Indiana",1.7,1.4,0.7,0.8,2.2,1
"Porter County, Indiana",0.4,0.3,0.4,0.2,0.9,0.4
"Posey County, Indiana",0.8,0.7,0.8,0.8,0.7,0.6
"Pulaski County, Indiana",0.2,0.4,0.4,0.4,1.8,1.2
"Putnam County, Indiana",0,0.1,0.2,0.2,0.9,0.5
"Randolph County, Indiana",0.4,0.4,0.4,0.4,1.4,0.7
"Ripley County, Indiana",0.4,0.3,1.3,0.7,2.6,1
"Rush County, Indiana",0.7,0.6,1.4,0.8,1.3,0.8
"St. Joseph County, Indiana",0.2,0.1,0.7,0.2,1.7,0.2
"Scott County, Indiana",0.6,0.5,1.7,1.1,1,0.7
"Shelby County, Indiana",0.1,0.1,0.6,0.4,1.2,0.6
"Spencer County, Indiana",0.3,0.2,0.1,0.2,1,0.6
"Starke County, Indiana",0,0.1,0.1,0.2,1.1,0.6
"Steuben County, Indiana",0.4,0.3,0.6,0.3,0.5,0.3
"Sullivan County, Indiana",0.6,0.5,1.2,0.8,0.7,0.5
"Switzerland County, Indiana",0.6,0.7,0.6,0.6,2.9,1.7
"Tippecanoe County, Indiana",0.2,0.1,0.4,0.1,0.8,0.3
"Tipton County, Indiana",0.3,0.4,0.4,0.5,0.9,0.6
"Union County, Indiana",0.2,0.4,2.8,2.6,0.7,0.9
"Vanderburgh County, Indiana",0.3,0.2,0.9,0.3,0.9,0.2
"Vermillion County, Indiana",1,0.9,0.7,0.4,2,0.9
"Vigo County, Indiana",0.2,0.1,0.9,0.3,1,0.3
"Wabash County, Indiana",0.4,0.4,0.9,0.7,0.4,0.3
"Warren County, Indiana",0.5,0.7,0.6,0.6,0.8,0.7
"Warrick County, Indiana",0.3,0.4,0.5,0.4,0.4,0.3
"Washington County, Indiana",1.7,1,1.3,0.7,3.3,1.3
"Wayne County, Indiana",0.4,0.3,1.2,0.5,1.5,0.6
"Wells County, Indiana",0.2,0.2,0.8,0.4,1.7,0.8
"White County, Indiana",0.2,0.3,1.1,1,1.6,1
"Whitley County, Indiana",0.3,0.2,0.2,0.2,0.4,0.3
"Adair County, Iowa",0.7,0.6,0.4,0.5,0.8,0.4
"Adams County, Iowa",1.3,1,0.5,0.5,1.6,1
"Allamakee County, Iowa",0.9,0.5,1.4,0.8,1.7,0.9
"Appanoose County, Iowa",1.5,1.3,2.8,1.1,1.2,0.8
"Audubon County, Iowa",0.4,0.4,1.9,1.5,1,0.6
"Benton County, Iowa",0.1,0.1,0,0.1,1.1,0.8
"Black Hawk County, Iowa",0.1,0.1,0.6,0.2,0.5,0.2
"Boone County, Iowa",0.5,0.5,1.3,0.6,0.9,0.6
"Bremer County, Iowa",0.2,0.1,0.9,0.4,1.4,0.6
"Buchanan County, Iowa",1,0.6,1.8,0.9,1.5,0.7
"Buena Vista County, Iowa",0,0.1,0.5,0.3,1,0.7
"Butler County, Iowa",0.2,0.2,0.9,0.5,0.7,0.5
"Calhoun County, Iowa",0.3,0.2,0.2,0.2,0.9,0.6
"Carroll County, Iowa",0.3,0.2,1.1,0.4,1.5,0.9
"Cass County, Iowa",0.4,0.4,0.7,0.5,2,0.8
"Cedar County, Iowa",0.3,0.5,1.4,0.8,1.2,0.7
"Cerro Gordo County, Iowa",0.2,0.3,1.1,0.5,0.8,0.5
"Cherokee County, Iowa",1,1.1,1.7,1.4,0.3,0.2
"Chickasaw County, Iowa",0.5,0.7,1,0.8,0.8,0.6
"Clarke County, Iowa",0.2,0.3,0.2,0.3,1.7,1.2
"Clay County, Iowa",0,0.1,0.5,0.5,0.2,0.2
"Clayton County, Iowa",1.6,0.8,2.7,0.9,2.1,0.8
"Clinton County, Iowa",0.1,0.2,1,0.5,1.4,0.6
"Crawford County, Iowa",0.2,0.2,2.2,1.1,0.8,0.5
"Dallas County, Iowa",0.1,0.1,0.3,0.1,0.9,0.4
"Davis County, Iowa",1.8,1.3,1.8,1.3,12.3,3
"Decatur County, Iowa",2.1,1.1,2.1,1,3,1.6
"Delaware County, Iowa",0,0.4,2,0.9,0.9,0.7
"Des Moines County, Iowa",0.4,0.3,0.5,0.3,1.8,0.9
"Dickinson County, Iowa",0.8,1.1,1.3,1.2,2.1,1.2
"Dubuque County, Iowa",1,0.5,1.7,0.5,0.4,0.2
"Emmet County, Iowa",0.7,1.1,3.8,2.9,0.6,0.4
"Fayette County, Iowa",0.1,0.1,1.6,0.8,0.8,0.4
"Floyd County, Iowa",0.1,0.1,0.6,0.6,0.6,0.6
"Franklin County, Iowa",0.1,0.1,1.1,0.7,0.4,0.4
"Fremont County, Iowa",0.5,0.4,1.2,0.8,1.7,0.9
"Greene County, Iowa",0.1,0.1,1.1,1,0.9,0.6
"Grundy County, Iowa",0,0.5,0.2,0.2,0.6,0.3
"Guthrie County, Iowa",0.2,0.3,0.2,0.2,0.9,0.5
"Hamilton County, Iowa",0.2,0.1,0.1,0.1,0.7,0.4
"Hancock County, Iowa",0,0.5,0.2,0.2,1.1,0.8
"Hardin County, Iowa",0.4,0.4,2.2,1,1.4,0.7
"Harrison County, Iowa",0.1,0.1,0.7,0.5,0.6,0.3
"Henry County, Iowa",1.1,0.8,1.4,0.9,1.1,0.6
"Howard County, Iowa",1.3,1.1,1.2,1,1.4,1
"Humboldt County, Iowa",0.1,0.2,0.4,0.4,0.9,0.7
"Ida County, Iowa",0.8,1,0.8,1,1.5,1
"Iowa County, Iowa",0.1,0.1,0.3,0.3,0.4,0.3
"Jackson County, Iowa",0.2,0.2,1.2,0.7,1.8,0.9
"Jasper County, Iowa",0.4,0.3,0.8,0.6,1.5,0.7
"Jefferson County, Iowa",0,0.4,0.5,0.6,1.5,1
"Johnson County, Iowa",0.3,0.2,1,0.4,1.2,0.4
"Jones County, Iowa",0,0.1,0.4,0.4,0.6,0.5
"Keokuk County, Iowa",0.4,0.3,0.6,0.5,1.8,0.7
"Kossuth County, Iowa",0.1,0.1,1.2,0.8,0.7,0.5
"Lee County, Iowa",0.3,0.2,0.7,0.5,0.8,0.4
"Linn County, Iowa",0.2,0.1,0.6,0.2,0.8,0.3
"Louisa County, Iowa",0.3,0.3,1.2,0.8,2.9,1.4
"Lucas County, Iowa",1.2,0.8,3.6,1.9,0.8,0.5
"Lyon County, Iowa",0,0.6,0.8,0.8,0.8,0.6
"Madison County, Iowa",0.2,0.4,0.8,0.6,0.9,0.6
"Mahaska County, Iowa",0.4,0.3,0.9,0.7,2,0.9
"Marion County, Iowa",0.3,0.2,1.8,0.6,1.3,0.6
"Marshall County, Iowa",0.2,0.2,0.8,0.5,1.8,0.7
"Mills County, Iowa",0.3,0.4,0.5,0.5,1.3,0.9
"Mitchell County, Iowa",0.8,0.5,2.2,0.9,2.3,1.1
"Monona County, Iowa",0.3,0.4,0.6,0.5,1.7,1.1
"Monroe County, Iowa",0.3,0.3,0.5,0.5,2.4,1.9
"Montgomery County, Iowa",0.1,0.2,0.4,0.4,0.6,0.4
"Muscatine County, Iowa",0.4,0.4,1.3,0.7,2.1,1.1
"O'Brien County, Iowa",0.1,0.1,1.4,0.8,0.1,0.1
"Osceola County, Iowa",0.4,0.5,1.1,0.7,1.1,0.8
"Page County, Iowa",0.2,0.2,2.1,1,0.9,0.5
"Palo Alto County, Iowa",0,0.7,0.5,0.5,0.5,0.3
"Plymouth County, Iowa",0.2,0.3,1.1,0.7,0.6,0.6
"Pocahontas County, Iowa",0,0.8,0,0.1,0.8,0.5
"Polk County, Iowa",0.3,0.1,0.7,0.2,1,0.2
"Pottawattamie County, Iowa",0.4,0.3,1.1,0.3,1.3,0.4
"Poweshiek County, Iowa",0.7,0.5,2,1.1,0.9,0.7
"Ringgold County, Iowa",0.7,0.5,1.1,0.9,2.2,1.1
"Sac County, Iowa",0.3,0.3,1.1,0.6,0.7,0.4
"Scott County, Iowa",0.1,0.1,0.6,0.1,1.3,0.3
"Shelby County, Iowa",0,0.5,0.5,0.4,0.4,0.3
"Sioux County, Iowa",0.1,0.1,1,0.7,0.4,0.2
"Story County, Iowa",0.1,0.1,0.6,0.2,0.9,0.3
"Tama County, Iowa",0.1,0.1,0.4,0.2,0.7,0.4
"Taylor County, Iowa",0.3,0.4,1.6,0.9,0.4,0.5
"Union County, Iowa",1.5,1.3,1,1,1.3,1.2
"Van Buren County, Iowa",2.5,1.5,1.5,1.1,4,1.5
"Wapello County, Iowa",0.1,0.1,0.9,0.5,2.1,0.7
"Warren County, Iowa",0.1,0.1,0.5,0.3,0.7,0.3
"Washington County, Iowa",0.2,0.2,0.4,0.3,1,0.4
"Wayne County, Iowa",0.3,0.3,0.5,0.5,1.8,1.1
"Webster County, Iowa",0.6,0.5,0.7,0.5,1.4,0.7
"Winnebago County, Iowa",0.3,0.3,0.5,0.5,0.9,0.5
"Winneshiek County, Iowa",0,0.3,0.4,0.3,0.8,0.5
"Woodbury County, Iowa",0.7,0.5,1.2,0.5,1.4,0.5
"Worth County, Iowa",1.2,0.8,2.1,1.1,1.2,0.8
"Wright County, Iowa",0,0.1,1.3,1.1,0.6,0.6
"Allen County, Kansas",1.2,1.3,1.5,1,2.1,1.1
"Anderson County, Kansas",2.3,2.2,2.1,1.9,4.3,2.8
"Atchison County, Kansas",0.2,0.3,0.4,0.4,1.8,1
"Barber County, Kansas",0.8,0.9,1,1,1.9,1.4
"Barton County, Kansas",0.6,0.5,1,0.7,1.8,0.8
"Bourbon County, Kansas",1.4,1.1,1.8,1.1,2.3,0.9
"Brown County, Kansas",0.6,0.4,0.2,0.2,2.2,1.1
"Butler County, Kansas",0.2,0.2,1.1,0.5,1.5,0.6
"Chase County, Kansas",0,2.6,1.1,1.1,1.6,1.2
"Chautauqua County, Kansas",0.2,0.4,0.3,0.4,2.5,1.4
"Cherokee County, Kansas",0.6,0.4,1.6,0.9,1.2,1
"Cheyenne County, Kansas",0.8,0.9,0.8,0.9,1.2,1.3
"Clark County, Kansas",1.1,1.3,1.2,1.4,1.3,0.9
"Clay County, Kansas",0.6,0.9,0.9,1,1.3,1.1
"Cloud County, Kansas",0.5,0.6,1.3,1.2,0.5,0.5
"Coffey County, Kansas",0.4,0.3,1.3,0.9,1.7,0.8
"Comanche County, Kansas",0,3.2,0,3.2,0.4,0.5
"Cowley County, Kansas",0.4,0.3,1.5,0.6,2.2,0.9
"Crawford County, Kansas",0.3,0.2,0.6,0.5,1.1,0.6
"Decatur County, Kansas",0.2,0.4,0.2,0.4,0.8,1
"Dickinson County, Kansas",0.8,0.6,1,0.6,1.5,0.7
"Doniphan County, Kansas",0,1,0.2,0.3,1.7,1
"Douglas County, Kansas",0.1,0.2,1.4,0.7,1,0.3
"Edwards County, Kansas",0,2.2,0,2.2,1.7,1.1
"Elk County, Kansas",1.1,1.1,0.9,1,0.6,0.5
"Ellis County, Kansas",0,0.1,1.6,1.2,0.7,0.5
"Ellsworth County, Kansas",0.7,0.4,0.6,0.4,1.6,1
"Finney County, Kansas",0.3,0.3,0.7,0.5,1.5,0.8
"Ford County, Kansas",0.6,0.6,0.7,0.5,1.5,0.8
"Franklin County, Kansas",1,1,1.6,0.6,1.1,0.5
"Geary County, Kansas",0.3,0.3,0.3,0.3,0.9,0.8
"Gove County, Kansas",0,2.3,1.1,1.3,0.2,0.3
"Graham County, Kansas",0.3,0.4,0.4,0.5,1,0.9
"Grant County, Kansas",0,1.1,0,1.1,0.1,0.2
"Gray County, Kansas",0,0.1,0.4,0.4,0.3,0.3
"Greeley County, Kansas",0,4.9,0.2,0.4,0.9,0.9
"Greenwood County, Kansas",0.5,0.5,0.2,0.3,1.6,1
"Hamilton County, Kansas",0,3.5,0,3.5,2.3,2.8
"Harper County, Kansas",0.2,0.2,1.3,1.1,1.9,1.3
"Harvey County, Kansas",0.4,0.4,0.4,0.3,0.5,0.3
"Haskell County, Kansas",1.1,1.4,0,2,0,2
"Hodgeman County, Kansas",0,3.7,0,3.7,0.8,0.8
"Jackson County, Kansas",0.7,0.7,1.5,1.3,1.9,1.2
"Jefferson County, Kansas",0,0.4,0.4,0.5,0.8,0.5
"Jewell County, Kansas",0.2,0.3,1,1.1,2.7,1.4
"Johnson County, Kansas",0.2,0.1,0.8,0.2,0.7,0.1
"Kearny County, Kansas",0.5,0.7,0.3,0.5,0,2.1
"Kingman County, Kansas",0.4,0.7,1.7,1.4,0.7,0.5
"Kiowa County, Kansas",0,2.9,0.8,0.6,2.5,1.6
"Labette County, Kansas",0.2,0.2,0.9,0.6,1.3,0.8
"Lane County, Kansas",0,4.1,1.7,2.6,0.2,0.5
"Leavenworth County, Kansas",0.2,0.2,0.9,0.4,0.9,0.4
"Lincoln County, Kansas",0.8,0.9,1.3,1,0.7,0.7
"Linn County, Kansas",0.7,0.8,1.9,1.2,1.3,0.9
"Logan County, Kansas",0.7,0.9,1.6,2.2,1.6,2.2
"Lyon County, Kansas",0.6,0.4,0.3,0.2,2.1,1.2
"McPherson County, Kansas",0.1,0.2,0.5,0.5,0.8,0.5
"Marion County, Kansas",0.2,0.2,0.3,0.3,1.3,0.6
"Marshall County, Kansas",0.3,0.4,1.4,1.3,1.6,1
"Meade County, Kansas",0.4,0.7,0,1.7,0.1,0.2
"Miami County, Kansas",0.8,0.6,1.1,0.6,0.6,0.5
"Mitchell County, Kansas",0,1.1,0.7,1.3,0.9,0.9
"Montgomery County, Kansas",1.5,0.8,1.8,0.7,2.2,0.9
"Morris County, Kansas",0.7,0.8,2,1.4,1.9,1.3
"Morton County, Kansas",0,2.9,0,2.9,0,2.9
"Nemaha County, Kansas",0.3,0.3,0.8,0.6,0.7,0.4
"Neosho County, Kansas",0.6,0.7,1.4,0.9,1.6,0.9
"Ness County, Kansas",0,2.3,0.8,0.7,1.3,0.9
"Norton County, Kansas",0,1.5,0.2,0.4,2.6,2.8
"Osage County, Kansas",0.1,0.2,0.9,0.6,1.7,0.8
"Osborne County, Kansas",0.8,0.9,0.1,0.1,1.8,1.2
"Ottawa County, Kansas",0.6,0.8,1.7,1.2,2.3,1.5
"Pawnee County, Kansas",0.1,0.2,0.3,0.6,0.2,0.2
"Phillips County, Kansas",0.2,0.3,1.4,1.2,1.5,1.2
"Pottawatomie County, Kansas",0.3,0.4,0.3,0.3,0.5,0.4
"Pratt County, Kansas",0.2,0.2,0.4,0.4,0.4,0.6
"Rawlins County, Kansas",0,2.3,0.2,0.3,0.9,1.1
"Reno County, Kansas",0.3,0.2,1.8,0.8,1.3,0.6
"Republic County, Kansas",0.4,0.4,1.6,1,3.6,1.6
"Rice County, Kansas",1.6,1.5,2,1.5,1.8,1
"Riley County, Kansas",0,0.1,0.2,0.1,1.5,0.6
"Rooks County, Kansas",0.2,0.3,0.9,0.5,0.8,0.6
"Rush County, Kansas",0.6,0.7,0.9,0.9,1.1,0.9
"Russell County, Kansas",0.2,0.2,0,0.1,1.7,1.4
"Saline County, Kansas",0.3,0.2,1.2,0.6,1.8,0.9
"Scott County, Kansas",0,1.3,0,1.3,0,1.3
"Sedgwick County, Kansas",0.3,0.1,0.6,0.1,1.2,0.2
"Seward County, Kansas",0,0.4,0.6,0.7,1.8,1.6
"Shawnee County, Kansas",0.4,0.2,1.3,0.4,2.7,0.5
"Sheridan County, Kansas",0.2,0.5,0.3,0.4,0.7,0.7
"Sherman County, Kansas",0,0.2,0,0.2,0,1.2
"Smith County, Kansas",0,1.8,0,1.8,0.4,0.4
"Stafford County, Kansas",0.4,0.5,0.6,0.7,1.2,1.1
"Stanton County, Kansas",0,3.2,0,3.2,2.6,4.2
"Stevens County, Kansas",0,1.5,0.5,0.7,1.2,1.4
"Sumner County, Kansas",0.2,0.1,1.2,0.9,0.6,0.6
"Thomas County, Kansas",0.1,0.1,0.2,0.3,1.2,1.3
"Trego County, Kansas",0.1,0.2,0.1,0.2,0.7,0.7
"Wabaunsee County, Kansas",0.6,0.7,0.2,0.3,1.8,1.1
"Wallace County, Kansas",0,4.1,0,4.1,0.5,0.6
"Washington County, Kansas",0.4,0.4,0,0.1,2.2,1.2
"Wichita County, Kansas",0,3,0.7,1,0.1,0.2
"Wilson County, Kansas",0.5,0.4,1.6,0.7,1.6,1.2
"Woodson County, Kansas",1,1.1,1.5,1.4,2.3,1.4
"Wyandotte County, Kansas",0.9,0.2,0.9,0.3,1.8,0.5
"Adair County, Kentucky",1.8,1.4,1.8,1.4,1.2,0.5
"Allen County, Kentucky",1.5,0.7,2,1,2.5,1.2
"Anderson County, Kentucky",0.5,0.4,1,0.7,1.5,0.8
"Ballard County, Kentucky",1.7,2.1,0.3,0.3,1,0.7
"Barren County, Kentucky",0.8,0.4,1.5,0.6,1.5,0.5
"Bath County, Kentucky",1.1,0.9,1.6,1.2,2.3,1.1
"Bell County, Kentucky",1.3,1.2,0.2,0.3,3.4,1.8
"Boone County, Kentucky",0,0.1,0.5,0.3,0.5,0.3
"Bourbon County, Kentucky",0,0.4,0.4,0.5,1.4,1
"Boyd County, Kentucky",0.2,0.2,0.8,0.6,1.2,0.6
"Boyle County, Kentucky",0.6,0.5,0.7,0.5,1.7,0.7
"Bracken County, Kentucky",0.5,0.6,0.2,0.3,1.5,1.1
"Breathitt County, Kentucky",2.1,1,1.8,0.9,3.1,1.2
"Breckinridge County, Kentucky",1.5,1.1,0.9,0.6,3.6,1.6
"Bullitt County, Kentucky",0.3,0.3,0.7,0.3,0.6,0.3
"Butler County, Kentucky",0.6,0.5,0.2,0.2,1.7,0.9
"Caldwell County, Kentucky",0.2,0.2,0.1,0.2,1.5,1.2
"Calloway County, Kentucky",0.1,0.1,0.9,0.6,1.4,0.7
"Campbell County, Kentucky",0.2,0.3,0.3,0.2,1.3,0.5
"Carlisle County, Kentucky",1.1,1.1,0.7,0.7,1,0.9
"Carroll County, Kentucky",0.7,0.9,2.8,1.8,2.8,1.3
"Carter County, Kentucky",0.6,0.4,0.7,0.5,2.5,1
"Casey County, Kentucky",1.1,1,0.5,0.6,1.6,1.1
"Christian County, Kentucky",0.3,0.2,0.5,0.3,2,0.9
"Clark County, Kentucky",0.2,0.2,0.8,0.4,0.6,0.3
"Clay County, Kentucky",0.8,0.7,0.3,0.4,1,0.7
"Clinton County, Kentucky",0.2,0.3,0.2,0.3,0.6,0.4
"Crittenden County, Kentucky",0.7,0.7,0.5,0.7,4.9,1.8
"Cumberland County, Kentucky",1,1.4,0,1.4,2.2,2.1
"Daviess County, Kentucky",0.2,0.2,0.5,0.2,1,0.3
"Edmonson County, Kentucky",0.5,0.7,0.9,1.1,2.8,2
"Elliott County, Kentucky",0,1.6,0,1.6,0.6,0.7
"Estill County, Kentucky",2.4,1.8,1.5,0.9,4.1,1.8
"Fayette County, Kentucky",0.2,0.1,0.6,0.2,0.8,0.2
"Fleming County, Kentucky",0.5,0.5,2.3,1.2,3.2,1.4
"Floyd County, Kentucky",0.2,0.3,0.5,0.3,1.9,1
"Franklin County, Kentucky",0.4,0.3,1.7,1,1.3,0.5
"Fulton County, Kentucky",0,1.5,0,1.5,2.1,1.6
"Gallatin County, Kentucky",0.7,0.6,1.3,1,0.7,0.6
"Garrard County, Kentucky",0.6,0.8,0.8,0.6,2.2,1
"Grant County, Kentucky",0.3,0.5,0.5,0.6,1.3,1
"Graves County, Kentucky",0.6,0.4,0.4,0.4,1.4,0.7
"Grayson County, Kentucky",0.7,0.5,0.6,0.4,2.5,0.9
"Green County, Kentucky",0,0.8,0.3,0.3,0.6,0.4
"Greenup County, Kentucky",0.3,0.2,0.9,0.6,1.9,0.7
"Hancock County, Kentucky",0.2,0.3,0,1,0.2,0.2
"Hardin County, Kentucky",0.3,0.2,2,0.8,1.3,0.5
"Harlan County, Kentucky",1,0.7,1.1,0.6,2.1,0.8
"Harrison County, Kentucky",1.1,1,0.6,0.6,0.9,0.8
"Hart County, Kentucky",0.5,0.4,1.6,0.9,2.3,1.2
"Henderson County, Kentucky",0.1,0.1,0.3,0.3,2.1,0.9
"Henry County, Kentucky",0.4,0.4,0.8,0.6,1.3,0.7
"Hickman County, Kentucky",1.5,1.5,1.5,1.5,1.1,1.4
"Hopkins County, Kentucky",0.4,0.4,0.7,0.5,1.7,0.8
"Jackson County, Kentucky",2,1.6,1.4,1.4,2.4,1.4
"Jefferson County, Kentucky",0.3,0.1,0.9,0.1,1,0.1
"Jessamine County, Kentucky",0.2,0.2,0.4,0.3,3.1,1.7
"Johnson County, Kentucky",0.7,0.5,1,0.9,1.1,1.1
"Kenton County, Kentucky",0.3,0.1,0.8,0.2,1.2,0.3
"Knott County, Kentucky",1,0.7,0.5,0.5,1.7,0.8
"Knox County, Kentucky",0.9,0.6,0.5,0.5,2.5,1.1
"Larue County, Kentucky",1.9,1.4,0.6,0.5,0.3,0.3
"Laurel County, Kentucky",0.5,0.4,0.5,0.3,1.9,0.8
"Lawrence County, Kentucky",1.2,0.9,1,0.7,2.7,1.3
"Lee County, Kentucky",2.3,1.8,1.2,1.2,3.9,2.2
"Leslie County, Kentucky",1.7,1.5,0,0.9,3.2,2.1
"Letcher County, Kentucky",0.2,0.2,0.1,0.1,1,0.5
"Lewis County, Kentucky",0.5,0.5,0.5,0.5,2.6,1.4
"Lincoln County, Kentucky",0.2,0.3,0.6,0.4,1.7,1.1
"Livingston County, Kentucky",0.3,0.4,0.3,0.5,0.1,0.1
"Logan County, Kentucky",0.7,0.7,1.1,0.7,1.5,0.9
"Lyon County, Kentucky",0.2,0.4,1.3,1.1,3.9,2.4
"McCracken County, Kentucky",0.5,0.3,1,0.4,1.5,0.6
"McCreary County, Kentucky",0.2,0.2,0.7,1,2.8,1.8
"McLean County, Kentucky",0.1,0.1,0.2,0.2,1.2,0.9
"Madison County, Kentucky",0.2,0.2,0.6,0.2,1.1,0.3
"Magoffin County, Kentucky",0.2,0.3,0.2,0.3,0.8,1.1
"Marion County, Kentucky",0.2,0.1,0.9,0.9,1.6,1
"Marshall County, Kentucky",0.3,0.3,0.9,0.8,2.5,1.3
"Martin County, Kentucky",1,1.4,0.3,0.6,2.2,1.9
"Mason County, Kentucky",0.3,0.3,0.4,0.5,2.3,1.1
"Meade County, Kentucky",0.8,0.8,0.5,0.5,0.9,0.6
"Menifee County, Kentucky",0.7,0.8,0.1,0.2,6.8,5.4
"Mercer County, Kentucky",0.3,0.3,0.4,0.4,1.1,0.8
"Metcalfe County, Kentucky",0,0.9,0.9,1,0.2,0.4
"Monroe County, Kentucky",0.2,0.4,0.9,0.8,4.1,2.5
"Montgomery County, Kentucky",0,0.1,0.6,0.4,1.2,0.8
"Morgan County, Kentucky",0.1,0.2,0.2,0.4,2.2,1.8
"Muhlenberg County, Kentucky",0.4,0.4,1.3,0.6,1.9,0.9
"Nelson County, Kentucky",0.6,0.3,0.7,0.5,0.9,0.4
"Nicholas County, Kentucky",0.8,1.1,1.5,1.3,1.4,1.3
"Ohio County, Kentucky",0.2,0.2,0.3,0.3,0.4,0.3
"Oldham County, Kentucky",0.4,0.3,0.2,0.2,0.9,0.4
"Owen County, Kentucky",1,1.1,0.2,0.3,1,1
"Owsley County, Kentucky",1.3,1.6,0.4,0.7,3.2,2.8
"Pendleton County, Kentucky",0.2,0.3,0.3,0.3,1.6,1.1
"Perry County, Kentucky",1.7,1,1.7,1,1.6,1
"Pike County, Kentucky",0.2,0.2,0.2,0.2,2.7,0.9
"Powell County, Kentucky",2.4,1.8,2.5,2.6,3.5,2.4
"Pulaski County, Kentucky",0.9,0.5,0.9,0.5,1.2,0.6
"Robertson County, Kentucky",1.2,1.9,0.8,1.2,3.2,3.1
"Rockcastle County, Kentucky",0.9,0.6,1.1,0.7,2.3,1
"Rowan County, Kentucky",0.1,0.2,0.3,0.4,2.1,1.2
"Russell County, Kentucky",0.5,0.4,0.4,0.4,1.5,1
"Scott County, Kentucky",0.4,0.3,0.8,0.4,1,0.4
"Shelby County, Kentucky",0.2,0.2,0.6,0.5,0.5,0.3
"Simpson County, Kentucky",0,0.5,0.6,0.7,1.4,1.1
"Spencer County, Kentucky",0.2,0.4,0.2,0.4,0.4,0.3
"Taylor County, Kentucky",0.1,0.1,0.3,0.5,0.8,0.6
"Todd County, Kentucky",0.8,0.7,1.3,0.8,2.2,1.1
"Trigg County, Kentucky",0.6,0.6,1.9,0.9,2.2,1.1
"Trimble County, Kentucky",1.2,1.2,0.3,0.5,2.5,2.2
"Union County, Kentucky",0.2,0.3,0.3,0.4,1.6,1
"Warren County, Kentucky",0.3,0.2,1,0.4,0.9,0.4
"Washington County, Kentucky",0.8,0.7,2.7,1.6,2.4,1.1
"Wayne County, Kentucky",0.4,0.4,0.3,0.4,2.6,1.6
"Webster County, Kentucky",0.1,0.2,0.7,0.7,1.3,0.9
"Whitley County, Kentucky",1,0.8,0.6,0.4,2.8,1.3
"Wolfe County, Kentucky",4.6,4.5,5.7,4.9,2.1,2.1
"Woodford County, Kentucky",0,0.1,0.3,0.3,0.6,0.7
"Acadia Parish, Louisiana",0.2,0.3,1.1,0.9,1.2,0.6
"Allen Parish, Louisiana",0.1,0.1,0.1,0.2,1.7,1.2
"Ascension Parish, Louisiana",0.2,0.1,0.4,0.2,0.6,0.4
"Assumption Parish, Louisiana",0.8,0.8,0.4,0.3,1.3,1.1
